"","Gen","ARD_Pleiotropy","ARC_Pleiotropy","iARD_Interactor","iARC_Interactor","GenAge"
"2597","ADPRHL1",0,0,1,1,"NotAge"
"2598","ADRA1A",0,0,4,1,"NotAge"
"2599","ADRA1B",0,0,31,8,"NotAge"
"2600","ADRM1",0,0,12,4,"NotAge"
"2601","ADSL",0,0,17,5,"NotAge"
"2602","ADSS2",0,0,16,5,"NotAge"
"2603","AFF1",0,0,9,4,"NotAge"
"2604","AFF4",0,0,5,3,"NotAge"
"2605","AFG3L2",0,0,27,5,"NotAge"
"2606","AFP",0,0,19,7,"NotAge"
"2607","AFTPH",0,0,16,4,"NotAge"
"2608","AGA",0,0,6,3,"NotAge"
"2609","AGAP1",0,0,24,7,"NotAge"
"2610","AGAP3",0,0,1,1,"NotAge"
"2611","AGAP5",0,0,17,5,"NotAge"
"2612","AGBL5",0,0,14,5,"NotAge"
"2613","AGGF1",0,0,17,5,"NotAge"
"2614","AGKP1",0,0,9,3,"NotAge"
"2615","AGO1",0,0,10,4,"NotAge"
"2616","AGO3",0,0,11,4,"NotAge"
"2617","AGO4",0,0,16,6,"NotAge"
"2618","AGPAT2",0,0,9,4,"Age"
"2619","AHCY",0,0,6,3,"NotAge"
"2620","AHSA1",0,0,10,4,"NotAge"
"2621","AHSG",0,0,19,7,"NotAge"
"2622","AHSP",0,0,3,2,"NotAge"
"2623","AIDAP1",0,0,5,1,"NotAge"
"2624","AIFM1",0,0,13,4,"Age"
"2625","AIMP1",0,0,27,5,"NotAge"
"2626","AIP",0,0,21,5,"NotAge"
"2627","AJM1",0,0,11,6,"NotAge"
"2628","AJUBA",0,0,3,2,"NotAge"
"2629","AK2",0,0,1,1,"NotAge"
"2630","AK3",0,0,17,5,"NotAge"
"2631","AKAP1",0,0,2,1,"NotAge"
"2632","AKAP10",0,0,9,4,"NotAge"
"2633","AKAP11",0,0,1,1,"NotAge"
"2634","AKAP13",0,0,9,5,"NotAge"
"2635","AKAP6",0,0,17,5,"NotAge"
"2636","AKAP8",0,0,21,5,"NotAge"
"2637","AKAP8L",0,0,29,5,"NotAge"
"2638","AKIRIN1",0,0,13,3,"NotAge"
"2639","AKNA",0,0,6,3,"NotAge"
"2640","AKR1A1",0,0,6,2,"NotAge"
"2641","AKR1B15",0,0,7,4,"NotAge"
"2642","AKR1B1P6",0,0,2,2,"NotAge"
"2643","AKR1D1",0,0,12,7,"NotAge"
"2644","AKT1",0,0,33,5,"Age"
"2645","AKT2",0,0,34,5,"NotAge"
"2646","ALAD",0,0,1,1,"NotAge"
"2647","ALB",0,0,19,7,"NotAge"
"2648","ALDH16A1",0,0,15,5,"NotAge"
"2649","ALDH18A1",0,0,9,5,"NotAge"
"2650","ALDH1L1",0,0,16,4,"NotAge"
"2651","ALDH1L1-AS1",0,0,26,8,"NotAge"
"2652","ALDH3B1",0,0,1,1,"NotAge"
"2653","ALDOA",0,0,5,3,"NotAge"
"2654","ALDOC",0,0,31,8,"NotAge"
"2655","ALG1",0,0,18,5,"NotAge"
"2656","ALG10",0,0,12,4,"NotAge"
"2657","ALG10B",0,0,7,3,"NotAge"
"2658","ALG13",0,0,17,5,"NotAge"
"2659","ALG1L5P",0,0,6,2,"NotAge"
"2660","ALG1L6P",0,0,1,1,"NotAge"
"2661","ALG1L8P",0,0,14,3,"NotAge"
"2662","ALG2",0,0,6,2,"NotAge"
"2663","ALG5",0,0,3,2,"NotAge"
"2664","ALKBH5",0,0,6,4,"NotAge"
"2665","ALKBH7",0,0,8,3,"NotAge"
"2666","ALMS1",0,0,5,2,"NotAge"
"2667","ALOX12",0,0,6,2,"NotAge"
"2668","ALPI",0,0,9,5,"NotAge"
"2669","AMBP",0,0,19,7,"NotAge"
"2670","AMD1",0,0,2,2,"NotAge"
"2671","AMDHD2",0,0,6,3,"NotAge"
"2672","AMFR",0,0,16,4,"NotAge"
"2673","AMH",0,0,6,3,"NotAge"
"2674","AMMECR1L",0,0,1,1,"NotAge"
"2675","AMPD2",0,0,1,1,"NotAge"
"2676","AMPH",0,0,29,8,"NotAge"
"2677","AMTN",0,0,1,1,"NotAge"
"2678","AMYP1",0,0,1,1,"NotAge"
"2679","ANAPC1",0,0,23,5,"NotAge"
"2680","ANAPC11",0,0,12,6,"NotAge"
"2681","ANAPC15",0,0,2,1,"NotAge"
"2682","ANAPC16",0,0,18,5,"NotAge"
"2683","ANAPC1P2",0,0,19,4,"NotAge"
"2684","ANAPC1P4",0,0,19,4,"NotAge"
"2685","ANAPC4",0,0,30,6,"NotAge"
"2686","ANGEL1",0,0,14,4,"NotAge"
"2687","ANGEL2",0,0,28,6,"NotAge"
"2688","ANK2",0,0,17,5,"NotAge"
"2689","ANK3",0,0,23,6,"NotAge"
"2690","ANKHD1",0,0,33,6,"NotAge"
"2691","ANKHD1-EIF4EBP3",0,0,33,6,"NotAge"
"2692","ANKIB1",0,0,10,4,"NotAge"
"2693","ANKMY1",0,0,23,5,"NotAge"
"2694","ANKMY2",0,0,3,2,"NotAge"
"2695","ANKRD10-IT1",0,0,9,3,"NotAge"
"2696","ANKRD11",0,0,34,6,"NotAge"
"2697","ANKRD11P2",0,0,22,5,"NotAge"
"2698","ANKRD13A",0,0,24,5,"NotAge"
"2699","ANKRD17",0,0,22,6,"NotAge"
"2700","ANKRD23",0,0,13,5,"NotAge"
"2701","ANKRD24",0,0,29,8,"NotAge"
"2702","ANKRD30BP2",0,0,26,8,"NotAge"
"2703","ANKRD34A",0,0,31,8,"NotAge"
"2704","ANKRD34C",0,0,30,8,"NotAge"
"2705","ANKRD42-DT",0,0,13,4,"NotAge"
"2706","ANKRD49",0,0,9,3,"NotAge"
"2707","ANKRD52",0,0,32,6,"NotAge"
"2708","ANKRD54",0,0,4,2,"NotAge"
"2709","ANKS3",0,0,10,4,"NotAge"
"2710","ANKS4B",0,0,4,3,"NotAge"
"2711","ANO3",0,0,26,7,"NotAge"
"2712","ANP32A",0,0,33,5,"NotAge"
"2713","ANP32B",0,0,18,6,"NotAge"
"2714","ANXA11",0,0,24,5,"NotAge"
"2715","ANXA7",0,0,28,5,"NotAge"
"2716","AOAH",0,0,3,1,"NotAge"
"2717","AP1G1",0,0,8,3,"NotAge"
"2718","AP1G2-AS1",0,0,25,5,"NotAge"
"2719","AP1M1",0,0,26,5,"NotAge"
"2720","AP1S1",0,0,2,1,"NotAge"
"2721","AP1S2P1",0,0,8,3,"NotAge"
"2722","AP2B1",0,0,14,5,"NotAge"
"2723","AP2M1",0,0,21,5,"NotAge"
"2724","AP2S1",0,0,13,3,"NotAge"
"2725","AP3B1",0,0,27,5,"NotAge"
"2726","AP3B2",0,0,30,8,"NotAge"
"2727","AP3D1",0,0,27,5,"NotAge"
"2728","AP5M1",0,0,3,3,"NotAge"
"2729","AP5S1",0,0,8,3,"NotAge"
"2730","APBA1",0,0,29,8,"NotAge"
"2731","APBA3",0,0,20,5,"NotAge"
"2732","APBB1",0,0,31,8,"NotAge"
"2733","APBB1IP",0,0,8,4,"NotAge"
"2734","APC2",0,0,30,8,"NotAge"
"2735","APEH",0,0,9,5,"NotAge"
"2736","APEX1",0,0,21,5,"Age"
"2737","API5",0,0,25,5,"NotAge"
"2738","APLNR",0,0,31,8,"NotAge"
"2739","APLP1",0,0,31,8,"NotAge"
"2740","APOA2",0,0,17,7,"NotAge"
"2741","APOE",0,0,2,1,"Age"
"2742","APOH",0,0,19,7,"NotAge"
"2743","APPL1",0,0,17,4,"NotAge"
"2744","APPL2",0,0,8,3,"NotAge"
"2745","AQP4",0,0,17,5,"NotAge"
"2746","AQP7",0,0,30,8,"NotAge"
"2747","AQR",0,0,25,5,"NotAge"
"2748","ARAF",0,0,32,5,"NotAge"
"2749","AREL1",0,0,15,3,"NotAge"
"2750","ARF1",0,0,28,5,"NotAge"
"2751","ARF3",0,0,16,4,"NotAge"
"2752","ARF5",0,0,29,5,"NotAge"
"2753","ARF6",0,0,2,2,"NotAge"
"2754","ARFGAP1",0,0,19,5,"NotAge"
"2755","ARFGAP2",0,0,33,5,"NotAge"
"2756","ARFGAP3",0,0,12,5,"NotAge"
"2757","ARFGEF3",0,0,10,5,"NotAge"
"2758","ARFIP2",0,0,24,5,"NotAge"
"2759","ARFRP1",0,0,19,5,"NotAge"
"2760","ARGLU1",0,0,20,5,"NotAge"
"2761","ARHGAP15",0,0,10,4,"NotAge"
"2762","ARHGAP17",0,0,12,4,"NotAge"
"2763","ARHGAP25",0,0,1,1,"NotAge"
"2764","ARHGAP35",0,0,4,3,"NotAge"
"2765","ARHGAP39",0,0,21,7,"NotAge"
"2766","ARHGAP4",0,0,11,4,"NotAge"
"2767","ARHGAP44",0,0,9,3,"NotAge"
"2768","ARHGAP6",0,0,5,1,"NotAge"
"2769","ARHGAP9",0,0,6,3,"NotAge"
"2770","ARHGDIA",0,0,26,5,"NotAge"
"2771","ARHGDIB",0,0,12,3,"NotAge"
"2772","ARHGDIG",0,0,29,8,"NotAge"
"2773","ARHGEF1",0,0,20,6,"NotAge"
"2774","ARHGEF19",0,0,12,4,"NotAge"
"2775","ARHGEF2",0,0,28,5,"NotAge"
"2776","ARHGEF25",0,0,31,8,"NotAge"
"2777","ARHGEF26-AS1",0,0,14,4,"NotAge"
"2778","ARHGEF4",0,0,31,8,"NotAge"
"2779","ARHGEF7-AS1",0,0,7,3,"NotAge"
"2780","ARHGEF9",0,0,12,4,"NotAge"
"2781","ARID1A",0,0,31,5,"NotAge"
"2782","ARID1B",0,0,13,4,"NotAge"
"2783","ARID3BP1",0,0,4,1,"NotAge"
"2784","ARID4A",0,0,9,3,"NotAge"
"2785","ARID4B",0,0,20,4,"NotAge"
"2786","ARIH1",0,0,14,4,"NotAge"
"2787","ARL2-SNX15",0,0,19,5,"NotAge"
"2788","ARL2BP",0,0,20,5,"NotAge"
"2789","ARL5A",0,0,28,6,"NotAge"
"2790","ARL8A",0,0,1,1,"NotAge"
"2791","ARL8B",0,0,7,3,"NotAge"
"2792","ARMC10",0,0,17,5,"NotAge"
"2793","ARMC6",0,0,22,5,"NotAge"
"2794","ARMC7",0,0,10,3,"NotAge"
"2795","ARMC8P1",0,0,3,1,"NotAge"
"2796","ARNT",0,0,25,5,"NotAge"
"2797","ARNT2",0,0,31,8,"NotAge"
"2798","ARPC1A",0,0,8,3,"NotAge"
"2799","ARPC1B",0,0,6,3,"NotAge"
"2800","ARPC2",0,0,29,6,"NotAge"
"2801","ARPC3",0,0,25,6,"NotAge"
"2802","ARPC4",0,0,16,5,"NotAge"
"2803","ARPC4-TTLL3",0,0,31,6,"NotAge"
"2804","ARPC5",0,0,6,3,"NotAge"
"2805","ARPP19",0,0,9,3,"NotAge"
"2806","ARRB1",0,0,10,4,"NotAge"
"2807","ARRB2",0,0,4,1,"NotAge"
"2808","ARSB",0,0,1,1,"NotAge"
"2809","ASB1",0,0,5,3,"NotAge"
"2810","ASB14",0,0,9,3,"NotAge"
"2811","ASB16",0,0,14,4,"NotAge"
"2812","ASB6",0,0,18,5,"NotAge"
"2813","ASCC2",0,0,17,4,"NotAge"
"2814","ASCC3",0,0,15,5,"NotAge"
"2815","ASGR1",0,0,4,2,"NotAge"
"2816","ASH1L",0,0,10,4,"NotAge"
"2817","ASH1L-AS1",0,0,11,3,"NotAge"
"2818","ASH1L-IT1",0,0,23,5,"NotAge"
"2819","ASH2L",0,0,3,1,"NotAge"
"2820","ASIC2",0,0,31,8,"NotAge"
"2821","ASL",0,0,2,2,"NotAge"
"2822","ASMTL",0,0,7,3,"NotAge"
"2823","ASMTL-AS1",0,0,8,3,"NotAge"
"2824","ASPA",0,0,31,8,"NotAge"
"2825","ASPHD1",0,0,30,8,"NotAge"
"2826","ASPSCR1",0,0,23,5,"NotAge"
"2827","ASTN1",0,0,30,8,"NotAge"
"2828","ASXL2",0,0,12,5,"NotAge"
"2829","ATCAY",0,0,29,8,"NotAge"
"2830","ATE1",0,0,9,4,"NotAge"
"2831","ATF2",0,0,17,5,"Age"
"2832","ATF4",0,0,12,3,"NotAge"
"2833","ATF6",0,0,25,5,"NotAge"
"2834","ATF6-DT",0,0,19,6,"NotAge"
"2835","ATF7",0,0,25,5,"NotAge"
"2836","ATF7-NPFF",0,0,24,5,"NotAge"
"2837","ATF7IP",0,0,7,3,"NotAge"
"2838","ATG10",0,0,13,4,"NotAge"
"2839","ATG14",0,0,5,2,"NotAge"
"2840","ATG16L1",0,0,12,4,"NotAge"
"2841","ATG2B",0,0,17,5,"NotAge"
"2842","ATG3",0,0,2,2,"NotAge"
"2843","ATG4B",0,0,33,6,"NotAge"
"2844","ATG5",0,0,10,4,"NotAge"
"2845","ATIC",0,0,10,4,"NotAge"
"2846","ATL2",0,0,13,4,"NotAge"
"2847","ATMIN",0,0,20,5,"NotAge"
"2848","ATP10B",0,0,25,6,"NotAge"
"2849","ATP10D",0,0,2,1,"NotAge"
"2850","ATP11A",0,0,9,3,"NotAge"
"2851","ATP11B",0,0,5,2,"NotAge"
"2852","ATP13A3",0,0,1,1,"NotAge"
"2853","ATP1A1",0,0,1,1,"NotAge"
"2854","ATP1A2",0,0,31,8,"NotAge"
"2855","ATP1A3",0,0,31,8,"NotAge"
"2856","ATP1B2",0,0,29,8,"NotAge"
"2857","ATP1B3",0,0,16,5,"NotAge"
"2858","ATP2A2",0,0,5,3,"NotAge"
"2859","ATP2B2",0,0,31,8,"NotAge"
"2860","ATP2B3",0,0,31,8,"NotAge"
"2861","ATP2B4",0,0,1,1,"NotAge"
"2862","ATP2C1",0,0,5,3,"NotAge"
"2863","ATP5F1A",0,0,29,6,"NotAge"
"2864","ATP5F1B",0,0,31,6,"NotAge"
"2865","ATP5F1C",0,0,11,5,"NotAge"
"2866","ATP5F1D",0,0,9,4,"NotAge"
"2867","ATP5F1E",0,0,16,5,"NotAge"
"2868","ATP5MC1P4",0,0,10,4,"NotAge"
"2869","ATP5MC1P5",0,0,10,3,"NotAge"
"2870","ATP5MC1P8",0,0,2,1,"NotAge"
"2871","ATP5MC2",0,0,22,5,"NotAge"
"2872","ATP5MC3",0,0,15,5,"NotAge"
"2873","ATP5ME",0,0,18,6,"NotAge"
"2874","ATP5MF",0,0,14,5,"NotAge"
"2875","ATP5MF-PTCD1",0,0,22,5,"NotAge"
"2876","ATP5MG",0,0,7,4,"NotAge"
"2877","ATP5MGP3",0,0,1,1,"NotAge"
"2878","ATP5MK",0,0,8,5,"NotAge"
"2879","ATP5PB",0,0,21,5,"NotAge"
"2880","ATP5PD",0,0,17,6,"NotAge"
"2881","ATP5PF",0,0,19,6,"NotAge"
"2882","ATP5PO",0,0,14,6,"NotAge"
"2883","ATP6AP1",0,0,29,5,"NotAge"
"2884","ATP6V0B",0,0,20,4,"NotAge"
"2885","ATP6V0E1",0,0,2,2,"NotAge"
"2886","ATP6V0E1P1",0,0,5,2,"NotAge"
"2887","ATP6V0E2",0,0,31,8,"NotAge"
"2888","ATP6V1C2",0,0,4,1,"NotAge"
"2889","ATP6V1E1",0,0,3,2,"NotAge"
"2890","ATP6V1E2",0,0,1,1,"NotAge"
"2891","ATP6V1F",0,0,1,1,"NotAge"
"2892","ATP6V1FNB",0,0,26,7,"NotAge"
"2893","ATP6V1G1",0,0,21,5,"NotAge"
"2894","ATP6V1G1P3",0,0,9,3,"NotAge"
"2895","ATP6V1G2-DDX39B",0,0,32,6,"NotAge"
"2896","ATP8A2",0,0,23,6,"NotAge"
"2897","ATP9A",0,0,25,7,"NotAge"
"2898","ATP9B",0,0,23,5,"NotAge"
"2899","ATPAF1",0,0,1,1,"NotAge"
"2900","ATR",0,0,11,4,"Age"
"2901","ATRAID",0,0,24,5,"NotAge"
"2902","ATRN",0,0,9,4,"NotAge"
"2903","ATXN10",0,0,17,5,"NotAge"
"2904","ATXN2L",0,0,34,5,"NotAge"
"2905","ATXN3",0,0,19,4,"NotAge"
"2906","ATXN7",0,0,18,5,"NotAge"
"2907","ATXN7L1",0,0,6,2,"NotAge"
"2908","ATXN7L2",0,0,4,1,"NotAge"
"2909","ATXN7L3",0,0,29,5,"NotAge"
"2910","ATXN7L3-AS1",0,0,28,5,"NotAge"
"2911","ATXN7L3B",0,0,18,4,"NotAge"
"2912","AUH",0,0,5,3,"NotAge"
"2913","AUP1",0,0,35,5,"NotAge"
"2914","AURKAIP1",0,0,16,5,"NotAge"
"2915","AVL9",0,0,22,5,"NotAge"
"2916","AVPR1B-DT",0,0,31,8,"NotAge"
"2917","AZIN2",0,0,30,8,"NotAge"
"2918","B2M",0,0,7,3,"NotAge"
"2919","B3GALT4",0,0,1,1,"NotAge"
"2920","B3GAT1",0,0,31,8,"NotAge"
"2921","B3GAT3",0,0,29,6,"NotAge"
"2922","B3GNTL1",0,0,14,4,"NotAge"
"2923","B4GALNT1",0,0,31,8,"NotAge"
"2924","B4GALT3",0,0,9,3,"NotAge"
"2925","B4GALT7",0,0,27,5,"NotAge"
"2926","B4GAT1",0,0,31,8,"NotAge"
"2927","BABAM1",0,0,24,5,"NotAge"
"2928","BACH1",0,0,3,3,"NotAge"
"2929","BAG1",0,0,9,4,"NotAge"
"2930","BAG5",0,0,18,4,"NotAge"
"2931","BAHD1",0,0,24,5,"NotAge"
"2932","BAMBI",0,0,1,1,"NotAge"
"2933","BANF1",0,0,23,5,"NotAge"
"2934","BANF1P3",0,0,22,5,"NotAge"
"2935","BANF1P4",0,0,5,2,"NotAge"
"2936","BANP",0,0,24,5,"NotAge"
"2937","BAP1",0,0,29,5,"NotAge"
"2938","BARHL1",0,0,26,8,"NotAge"
"2939","BARHL2",0,0,31,8,"NotAge"
"2940","BARX1",0,0,13,6,"NotAge"
"2941","BAX",0,0,21,4,"Age"
"2942","BAZ1A-AS1",0,0,2,1,"NotAge"
"2943","BAZ1B",0,0,13,5,"NotAge"
"2944","BAZ2B",0,0,5,3,"NotAge"
"2945","BBLN",0,0,23,5,"NotAge"
"2946","BCAN",0,0,26,8,"NotAge"
"2947","BCAP29",0,0,7,5,"NotAge"
"2948","BCAS1",0,0,31,8,"NotAge"
"2949","BCAS2P3",0,0,31,8,"NotAge"
"2950","BCAS4",0,0,5,3,"NotAge"
"2951","BCAT2",0,0,2,1,"NotAge"
"2952","BCCIP",0,0,6,4,"NotAge"
"2953","BCKDHA",0,0,25,5,"NotAge"
"2954","BCKDK",0,0,14,4,"NotAge"
"2955","BCL2L12",0,0,28,5,"NotAge"
"2956","BCL2L13",0,0,26,5,"NotAge"
"2957","BCL2L2",0,0,2,1,"NotAge"
"2958","BCL2L2-PABPN1",0,0,34,6,"NotAge"
"2959","BCL7B",0,0,11,3,"NotAge"
"2960","BCL7C",0,0,7,3,"NotAge"
"2961","BCLAF1",0,0,15,4,"NotAge"
"2962","BCLAF1P2",0,0,12,4,"NotAge"
"2963","BCORL1",0,0,1,1,"NotAge"
"2964","BCS1L",0,0,1,1,"NotAge"
"2965","BECN1",0,0,32,6,"NotAge"
"2966","BEND6",0,0,16,5,"NotAge"
"2967","BICD1P1",0,0,9,3,"NotAge"
"2968","BICDL1",0,0,4,2,"NotAge"
"2969","BICRA",0,0,21,4,"NotAge"
"2970","BICRAL",0,0,23,5,"NotAge"
"2971","BID",0,0,3,3,"NotAge"
"2972","BIN2",0,0,4,3,"NotAge"
"2973","BIN3",0,0,3,2,"NotAge"
"2974","BIRC6",0,0,17,4,"NotAge"
"2975","BIVM-ERCC5",0,0,17,4,"NotAge"
"2976","BLOC1S1",0,0,14,4,"NotAge"
"2977","BLOC1S6",0,0,17,4,"NotAge"
"2978","BLVRB",0,0,3,2,"NotAge"
"2979","BMERB1",0,0,30,8,"NotAge"
"2980","BMP1",0,0,3,1,"NotAge"
"2981","BMPER",0,0,16,5,"NotAge"
"2982","BMS1",0,0,18,5,"NotAge"
"2983","BMS1P11",0,0,9,4,"NotAge"
"2984","BMS1P20",0,0,7,3,"NotAge"
"2985","BMS1P4-AGAP5",0,0,21,5,"NotAge"
"2986","BMT2",0,0,1,1,"NotAge"
"2987","BNIP2",0,0,18,5,"NotAge"
"2988","BOD1L1",0,0,12,4,"NotAge"
"2989","BOD1L2",0,0,1,1,"NotAge"
"2990","BOLA2-SMG1P6",0,0,20,5,"NotAge"
"2991","BOLA2B",0,0,22,5,"NotAge"
"2992","BOP1",0,0,5,3,"NotAge"
"2993","BORCS6",0,0,1,1,"NotAge"
"2994","BORCS7",0,0,10,3,"NotAge"
"2995","BORCS8",0,0,21,5,"NotAge"
"2996","BPIFB2",0,0,19,7,"NotAge"
"2997","BPNT1",0,0,1,1,"NotAge"
"2998","BPNT2",0,0,14,5,"NotAge"
"2999","BPTF",0,0,10,4,"NotAge"
"3000","BRAF",0,0,12,4,"NotAge"
"3001","BRD1",0,0,21,4,"NotAge"
"3002","BRD2",0,0,2,1,"NotAge"
"3003","BRD4",0,0,18,5,"NotAge"
"3004","BRD9",0,0,19,5,"NotAge"
"3005","BRI3",0,0,4,2,"NotAge"
"3006","BRINP1",0,0,30,8,"NotAge"
"3007","BRK1",0,0,32,6,"NotAge"
"3008","BRMS1",0,0,21,5,"NotAge"
"3009","BRPF1",0,0,6,3,"NotAge"
"3010","BRSK1",0,0,31,8,"NotAge"
"3011","BRSK2",0,0,31,8,"NotAge"
"3012","BRWD3",0,0,18,4,"NotAge"
"3013","BSCL2",0,0,6,4,"Age"
"3014","BSDC1",0,0,6,2,"NotAge"
"3015","BSN",0,0,31,8,"NotAge"
"3016","BTAF1",0,0,12,4,"NotAge"
"3017","BTBD1",0,0,32,6,"NotAge"
"3018","BTBD16",0,0,8,3,"NotAge"
"3019","BTBD2",0,0,27,6,"NotAge"
"3020","BTBD7",0,0,16,5,"NotAge"
"3021","BTBD9-AS1",0,0,12,4,"NotAge"
"3022","BTF3",0,0,24,4,"NotAge"
"3023","BTF3L4",0,0,10,4,"NotAge"
"3024","BTF3P13",0,0,31,8,"NotAge"
"3025","BTK",0,0,1,1,"NotAge"
"3026","BUD13-DT",0,0,13,4,"NotAge"
"3027","BUD23",0,0,6,2,"NotAge"
"3028","BUD31",0,0,16,5,"NotAge"
"3029","BZW1",0,0,11,3,"NotAge"
"3030","BZW1-AS1",0,0,8,3,"NotAge"
"3031","BZW2",0,0,8,3,"NotAge"
"3032","C10orf105",0,0,9,3,"NotAge"
"3033","C10orf55",0,0,26,7,"NotAge"
"3034","C10orf90",0,0,20,5,"NotAge"
"3035","C11orf58",0,0,32,5,"NotAge"
"3036","C11orf68",0,0,1,1,"NotAge"
"3037","C11orf98",0,0,6,2,"NotAge"
"3038","C14orf132",0,0,2,1,"NotAge"
"3039","C14orf93",0,0,4,3,"NotAge"
"3040","C15orf40",0,0,10,3,"NotAge"
"3041","C16orf89",0,0,31,8,"NotAge"
"3042","C16orf92",0,0,26,8,"NotAge"
"3043","C17orf49",0,0,9,3,"NotAge"
"3044","C18orf21",0,0,13,3,"NotAge"
"3045","C19orf12",0,0,2,1,"NotAge"
"3046","C19orf25",0,0,7,2,"NotAge"
"3047","C19orf44",0,0,23,5,"NotAge"
"3048","C19orf47",0,0,33,5,"NotAge"
"3049","C19orf48",0,0,1,1,"NotAge"
"3050","C19orf53",0,0,22,6,"NotAge"
"3051","C1DP1",0,0,12,5,"NotAge"
"3052","C1DP4",0,0,14,6,"NotAge"
"3053","C1orf115",0,0,31,8,"NotAge"
"3054","C1orf122",0,0,5,2,"NotAge"
"3055","C1orf147",0,0,5,2,"NotAge"
"3056","C1orf162",0,0,4,2,"NotAge"
"3057","C1orf43",0,0,26,5,"NotAge"
"3058","C1orf50",0,0,16,5,"NotAge"
"3059","C1orf50-AS1",0,0,9,3,"NotAge"
"3060","C1orf54",0,0,1,1,"NotAge"
"3061","C1orf56",0,0,1,1,"NotAge"
"3062","C1orf74",0,0,1,1,"NotAge"
"3063","C1QBP",0,0,11,4,"NotAge"
"3064","C1QL2",0,0,26,8,"NotAge"
"3065","C1QL3",0,0,25,6,"NotAge"
"3066","C1QTNF1",0,0,4,1,"NotAge"
"3067","C1QTNF9B",0,0,3,1,"NotAge"
"3068","C22orf39",0,0,31,5,"NotAge"
"3069","C2CD3",0,0,22,5,"NotAge"
"3070","C2CD5",0,0,6,4,"NotAge"
"3071","C2orf42",0,0,8,3,"NotAge"
"3072","C2orf49",0,0,25,5,"NotAge"
"3073","C3",0,0,19,7,"NotAge"
"3074","C3orf18",0,0,6,4,"NotAge"
"3075","C3orf49P1",0,0,8,3,"NotAge"
"3076","C3orf86",0,0,27,5,"NotAge"
"3077","C4BPB",0,0,19,7,"NotAge"
"3078","C4orf3",0,0,27,5,"NotAge"
"3079","C4orf33",0,0,2,2,"NotAge"
"3080","C4orf50",0,0,1,1,"NotAge"
"3081","C5orf15",0,0,4,3,"NotAge"
"3082","C8A",0,0,13,7,"NotAge"
"3083","C8orf58",0,0,14,4,"NotAge"
"3084","C9orf78",0,0,26,5,"NotAge"
"3085","CA1",0,0,3,2,"NotAge"
"3086","CA10",0,0,31,8,"NotAge"
"3087","CA11",0,0,31,8,"NotAge"
"3088","CA5A",0,0,3,2,"NotAge"
"3089","CA9",0,0,19,7,"NotAge"
"3090","CAAP1",0,0,19,5,"NotAge"
"3091","CAB39",0,0,17,4,"NotAge"
"3092","CABIN1",0,0,18,5,"NotAge"
"3093","CABP1",0,0,31,8,"NotAge"
"3094","CABP5",0,0,9,2,"NotAge"
"3095","CACNA1A",0,0,31,8,"Age"
"3096","CACNA1B",0,0,31,8,"NotAge"
"3097","CACNA1G",0,0,31,8,"NotAge"
"3098","CACNA1I",0,0,31,8,"NotAge"
"3099","CACNA2D1-AS1",0,0,2,1,"NotAge"
"3100","CACNG2",0,0,30,8,"NotAge"
"3101","CACNG2-DT",0,0,11,4,"NotAge"
"3102","CACNG3",0,0,30,8,"NotAge"
"3103","CACNG7",0,0,30,8,"NotAge"
"3104","CACNG8",0,0,30,8,"NotAge"
"3105","CACTIN",0,0,31,5,"NotAge"
"3106","CACYBP",0,0,4,2,"NotAge"
"3107","CACYBPP1",0,0,3,2,"NotAge"
"3108","CAD",0,0,10,4,"NotAge"
"3109","CADM3",0,0,31,8,"NotAge"
"3110","CADM4",0,0,31,8,"NotAge"
"3111","CADPS",0,0,26,7,"NotAge"
"3112","CADPS2",0,0,23,6,"NotAge"
"3113","CALB1",0,0,28,7,"NotAge"
"3114","CALCOCO1",0,0,7,3,"NotAge"
"3115","CALM2P2",0,0,3,2,"NotAge"
"3116","CALM3",0,0,5,2,"NotAge"
"3117","CALY",0,0,26,8,"NotAge"
"3118","CAMK1G",0,0,31,8,"NotAge"
"3119","CAMK2A",0,0,31,8,"NotAge"
"3120","CAMK2B",0,0,31,8,"NotAge"
"3121","CAMK2N1",0,0,31,8,"NotAge"
"3122","CAMK2N2",0,0,30,8,"NotAge"
"3123","CAMK4",0,0,22,6,"NotAge"
"3124","CAMKK2",0,0,5,2,"NotAge"
"3125","CAMKV",0,0,12,4,"NotAge"
"3126","CAMLG",0,0,2,1,"NotAge"
"3127","CAMSAP1",0,0,4,4,"NotAge"
"3128","CAMSAP3",0,0,10,4,"NotAge"
"3129","CAND1",0,0,14,5,"NotAge"
"3130","CAND2",0,0,1,1,"NotAge"
"3131","CANT1",0,0,18,5,"NotAge"
"3132","CANX",0,0,15,5,"NotAge"
"3133","CAP2",0,0,13,5,"NotAge"
"3134","CAPN1",0,0,21,5,"NotAge"
"3135","CAPN10",0,0,34,7,"NotAge"
"3136","CAPN15",0,0,22,5,"NotAge"
"3137","CAPN7",0,0,27,6,"NotAge"
"3138","CAPNS1",0,0,23,5,"NotAge"
"3139","CAPRIN1",0,0,33,5,"NotAge"
"3140","CAPS",0,0,20,5,"NotAge"
"3141","CAPZA1P2",0,0,13,4,"NotAge"
"3142","CAPZB",0,0,22,5,"NotAge"
"3143","CARD8",0,0,6,3,"NotAge"
