Homo sapiens,Caenorhabditis elegans,Relations,ID
22908,CAEEL01821,01:01,537428
4634,175768,n:m,
4634,176796,n:m,
4634,186979,n:m,
151903,177037,01:01,842370
23276,176775,01:01,596439
25930,190251,01:01,596815
79714,177484,01:01,934384
51372,177756,01:01,588413
5210,172147,n:m,
5210,177363,n:m,
7384,175772,01:01,852439
65010,179357,n:m,
65010,179626,n:m,
65010,CAEEL15741,n:m,827042
1951,179788,n:1,
51447,172779,n:1,
788,177530,01:01,769018
10425,177339,01:01,538363
3615,177457,n:1,
5859,178415,01:01,923941
3913,177292,n:1,595396
7375,177437,01:01,
2876,181178,n:m,
2876,182513,n:m,
387,178458,n:1,564958
275,178960,n:1,792807
HUMAN20910,178960,n:1,
HUMAN20913,177251,01:01,861655
HUMAN20918,183400,01:01,593686
9807,172779,n:1,
84315,177318,n:1,589134
10181,172312,n:1,937013
2771,171675,n:m,
2771,176865,n:m,950679
7866,178090,n:1,
8372,174383,n:1,
24142,175899,01:01,873696
3373,174383,n:1,
8692,174383,n:1,
11070,178149,01:01,
7867,176914,n:1,596372
1795,177942,n:1,
9730,177804,01:01,943778
2912,191707,n:1,
9136,CAEEL03135,01:01,
84836,176923,01:01,863425
HUMAN20985,177571,1:m,
HUMAN20985,177767,1:m,
HUMAN20985,177768,1:m,
HUMAN20985,177769,1:m,
11344,181711,n:1,
132160,183398,n:1,
80335,177561,01:01,
132158,266887,01:01,930732
55193,172504,01:01,
91869,177216,01:01,914388
5580,176825,n:1,599337
7086,177906,n:1,
776,177513,n:1,
55349,174390,01:01,784287
7474,177870,n:1,
26059,177102,01:01,
142686,CAEEL19342,01:01,
378,177595,n:1,
201627,176945,n:1,725343
2317,176855,n:1,
5162,177108,01:01,551717
8309,176353,01:01,
8618,178233,n:1,898186
132204,177608,n:1,
80145,178353,01:01,911153
9861,177753,01:01,917581
56999,177850,n:1,
9223,178107,n:1,
115286,177711,01:01,769020
26018,176849,n:1,
8801,177555,01:01,845257
285203,179990,01:01,
9039,175982,01:01,702202
10550,177637,01:01,946476
55164,176997,01:01,957240
2632,3565201,01:01,796802
25978,182050,01:01,861122
2042,CAEEL04156,n:1,
200895,172681,n:1,
285220,CAEEL04156,n:1,
84100,183311,01:01,
200959,CAEEL07962,n:1,
55773,181592,01:01,893381
54931,259376,01:01,
6152,172062,01:01,
55081,186607,01:01,589075
22989,172471,n:m,
22989,259839,n:m,
22989,179190,n:m,
22989,179676,n:m,
22989,181404,n:m,
HUMAN21266,181989,01:01,
29114,172660,n:m,
29114,173424,n:m,
64422,176921,01:01,960716
54847,181125,n:1,
523,3564970,01:01,810386
54762,172343,01:01,
79691,180244,01:01,
HUMAN21335,181093,n:1,
55254,172060,n:1,
8856,188826,1:m,
8856,184926,1:m,
8856,353455,1:m,
2932,173149,n:1,
116064,175865,01:01,597432
3081,172726,01:01,934790
285282,3565140,01:01,931688
2960,178502,01:01,914861
9515,172209,n:1,888921
55840,172065,n:1,
6565,177973,n:m,
6565,180919,n:m,600301
54554,175474,n:1,
84925,182951,01:01,
111,178949,n:1,
201562,188513,01:01,920912
8997,171988,n:1,
7372,176453,01:01,941016
10840,177999,n:1,
131669,178460,01:01,952190
HUMAN21441,177466,n:1,845317
5361,246019,n:1,
4171,174841,01:01,860074
HUMAN21453,178407,n:1,
8607,179388,01:01,957905
60678,173172,01:01,754909
6184,177456,01:01,876723
7879,174834,01:01,
339122,178301,01:01,565026
100534599,179524,01:01,574147
7555,176979,n:1,
22820,177891,n:1,879051
55764,184883,01:01,930914
23023,182643,n:1,
30849,174827,01:01,
27032,173176,n:1,712678
55,188466,n:m,810972
55,176030,n:m,
23317,172594,01:01,869417
79876,171968,01:01,702205
58477,179781,01:01,536479
51560,181759,n:1,
6259,180679,01:01,
2047,CAEEL04156,n:1,
HUMAN21538,180596,01:01,935232
10274,179749,n:1,
4690,180690,n:1,
51163,172357,01:01,778915
22808,175625,01:01,565002
55179,175421,01:01,923479
56945,174632,01:01,935224
9276,177779,01:01,
349565,172754,n:m,
349565,189236,n:m,
64084,174006,n:1,
55186,174602,n:1,
92369,266877,n:1,935601
92370,13198270,01:01,
9616,172344,01:01,920827
483,182726,n:m,
483,181494,n:m,
256356,180984,01:01,712420
54464,175059,01:01,
23350,176063,01:01,
285195,181258,n:1,
5352,174564,n:1,576598
57088,184340,n:m,
57088,173053,n:m,
57088,191509,n:m,
57088,182212,n:m,
57047,184340,n:m,
57047,173053,n:m,
57047,191509,n:m,
57047,182212,n:m,
5359,184340,n:m,
5359,173053,n:m,
5359,191509,n:m,840106
5359,182212,n:m,
389158,184340,n:m,
389158,173053,n:m,
389158,191509,n:m,
389158,182212,n:m,
1360,171921,n:1,
1359,171669,01:01,
2992,180119,01:01,
27230,259582,n:m,
27230,181669,n:m,
83939,174606,01:01,881908
HUMAN21661,185097,01:01,914111
344752,177791,n:m,777075
344752,189866,n:m,
13,184575,01:01,777080
5912,180011,n:1,
9197,CAEEL05349,01:01,593702
8833,174672,01:01,770899
6747,177028,01:01,939602
57018,179643,01:01,594695
79674,173397,01:01,947351
HUMAN21720,172293,1:m,
HUMAN21720,172325,1:m,
HUMAN21720,177877,1:m,
85476,174956,01:01,593533
HUMAN21740,180401,n:1,756833
57560,180401,n:1,
10051,175492,1:m,
10051,175603,1:m,593736
286827,181897,n:1,
3840,177533,n:1,557177
8706,178142,01:01,
51068,3565801,01:01,
131149,177748,01:01,
590,171905,n:m,
590,175074,n:m,
590,181706,n:m,844191
HUMAN21765,CAEEL14770,n:1,
11235,174638,01:01,
5274,178586,n:m,
5274,178672,n:m,
5274,179125,n:m,
5274,179195,n:m,
27333,180279,01:01,
7095,174429,01:01,881599
5584,173914,n:1,594689
HUMAN21796,173873,n:1,
56648,174367,n:m,936285
56648,176373,n:m,
6514,173525,01:01,594057
23043,181248,n:1,596266
5337,173876,01:01,
2693,184090,01:01,
HUMAN21808,177791,n:m,
HUMAN21808,189866,n:m,
1894,174658,01:01,914593
5290,174762,01:01,
55669,173990,n:1,
59345,174803,n:1,
86,177325,n:1,550403
8975,172296,n:1,
131118,172231,n:1,746904
54165,175556,n:1,931040
56922,177841,01:01,947145
HUMAN21851,180571,n:1,
84002,183559,01:01,
10057,181587,n:1,
8893,174387,01:01,593812
1857,266854,n:m,
1857,173894,n:m,
1173,180713,01:01,590078
55324,175873,01:01,593559
5708,177455,01:01,576466
1181,174187,n:m,923332
1181,174821,n:m,
2049,CAEEL04156,n:1,
HUMAN21897,178174,01:01,
90407,190582,1:m,
90407,179766,1:m,750340
6434,176613,n:1,
1608,186262,n:1,
51726,174514,01:01,593941
HUMAN21925,175966,n:1,593591
4976,174476,01:01,932003
131578,181553,01:01,
2814,179309,01:01,
79572,CAEEL11292,01:01,712687
23527,174848,n:1,594493
5504,175738,n:1,
131540,180745,01:01,
200931,173966,1:m,943948
200931,175140,1:m,
HUMAN22005,181021,n:1,911020
255758,183892,01:01,816654
200933,175667,01:01,
5062,180873,n:1,
22916,184953,01:01,594497
1739,180819,n:1,921146
6165,174166,01:01,819084
89782,176737,01:01,537344
4636,181775,n:m,
4636,181776,n:m,
84179,178179,1:m,
84179,181158,1:m,594037
84179,182275,1:m,
1609,180452,01:01,860862
53834,180518,01:01,
HUMAN22091,173248,01:01,952431
57654,CAEEL14669,01:01,764703
92305,181310,01:01,
3954,179854,01:01,
57732,180712,01:01,931358
118,180760,n:1,932356
10227,181765,01:01,593690
8602,CAEEL00045,01:01,960750
4043,179745,01:01,
55351,176456,n:1,
5522,172826,n:1,
8310,177386,01:01,947023
9948,180022,1:m,
9948,180631,1:m,593682
9957,185573,n:1,
9364,189429,01:01,564971
8842,181330,01:01,
5860,176762,01:01,566507
HUMAN22265,181562,n:1,
HUMAN22277,184000,01:01,
1665,175771,01:01,938761
91050,185121,01:01,
51091,179498,01:01,954022
55300,179839,n:1,742979
29063,174691,01:01,903837
10568,CAEEL18521,n:1,
55276,176749,n:1,
57728,191342,01:01,929846
6133,176071,01:01,947785
11019,3564813,01:01,957891
7358,179484,01:01,957018
201895,183200,01:01,
3093,175185,1:m,
3093,182321,1:m,
23244,175555,n:1,
55584,CAEEL07887,n:1,
HUMAN22348,259626,n:m,936450
HUMAN22348,CAEEL14290,n:m,
HUMAN22348,179039,n:m,
55161,189617,01:01,807180
10463,190608,01:01,
10396,176666,n:1,
389207,175323,01:01,858891
285525,179507,n:1,
60558,176191,01:01,961986
132789,176760,n:1,
57205,176498,n:1,
152519,175418,n:1,566073
HUMAN22380,176297,n:1,
285527,175697,n:1,802123
64854,176381,n:1,
81608,178835,01:01,596166
26511,175219,n:1,949847
79644,179438,01:01,
55858,175368,01:01,806603
55763,180598,01:01,945344
5471,175613,01:01,961235
10606,173772,01:01,338228
6731,173625,01:01,800189
84273,174998,01:01,957616
5431,CAEEL07495,01:01,959350
2044,CAEEL04156,n:1,
7367,172085,n:m,
7367,182508,n:m,
7367,175591,n:m,
7367,187129,n:m,
7367,188885,n:m,
7367,178744,n:m,
7367,185500,n:m,
7367,178905,n:m,
7367,179446,n:m,
7367,181413,n:m,
7365,172085,n:m,
7365,182508,n:m,
7365,175591,n:m,
7365,187129,n:m,
7365,188885,n:m,
7365,178744,n:m,
7365,185500,n:m,
7365,178905,n:m,
7365,179446,n:m,780730
7365,181413,n:m,
79799,172085,n:m,
79799,182508,n:m,
79799,175591,n:m,
79799,187129,n:m,
79799,188885,n:m,
79799,178744,n:m,
79799,185500,n:m,
79799,178905,n:m,
79799,179446,n:m,
79799,181413,n:m,
7364,174507,n:m,
7364,176366,n:m,
10720,172085,n:m,
10720,182508,n:m,
10720,175591,n:m,780689
10720,187129,n:m,
10720,188885,n:m,
10720,178744,n:m,
10720,185500,n:m,
10720,178905,n:m,
10720,179446,n:m,
10720,181413,n:m,
54490,172085,n:m,
54490,182508,n:m,
54490,175591,n:m,
54490,187129,n:m,
54490,188885,n:m,
54490,178744,n:m,
54490,185500,n:m,
54490,178905,n:m,
54490,179446,n:m,
54490,181413,n:m,
7363,172085,n:m,
7363,182508,n:m,
7363,175591,n:m,
7363,187129,n:m,
7363,188885,n:m,
7363,178744,n:m,
7363,185500,n:m,
7363,178905,n:m,
7363,179446,n:m,
7363,181413,n:m,
574537,174507,n:m,
574537,176366,n:m,
57050,174395,01:01,
9508,181022,n:m,
9508,181412,n:m,
9908,177880,n:1,
8615,178311,01:01,594010
5470,175257,n:1,829436
55153,180256,01:01,538081
53371,177836,01:01,
950,184107,01:01,
55752,179976,n:1,
10983,175757,01:01,
HUMAN22575,178184,n:1,944565
65008,177549,01:01,960454
152559,190510,01:01,752503
84779,177622,n:1,
2712,173747,n:1,
5593,176991,n:1,
HUMAN22594,177527,n:1,
58478,179634,01:01,901586
79966,178122,n:m,
79966,179100,n:m,
79966,180162,n:m,
HUMAN22606,178060,01:01,896931
51138,176927,01:01,
27235,175969,01:01,948049
113510,175210,01:01,909290
51023,188492,01:01,951340
84803,181241,n:1,
1040,3565046,n:1,914929
23001,178220,01:01,724727
5602,177460,n:1,594978
57563,3565011,01:01,596993
53343,173916,01:01,571878
5311,178424,n:1,
9429,CAEEL07275,01:01,
8916,171700,01:01,574607
27306,191347,1:m,927091
27306,187537,1:m,
27306,177883,1:m,
27306,177886,1:m,
27306,187817,1:m,
658,174044,01:01,
8633,177334,n:1,878012
5161,3565996,n:1,
10098,177890,n:1,
1977,178536,n:1,
23173,177128,01:01,958240
128,178597,01:01,874770
93587,177847,01:01,947117
79982,178040,n:1,
3015,177212,n:1,
5530,177943,n:1,915383
64116,190312,n:1,
4126,181517,01:01,727831
7323,178006,n:1,593831
150159,180097,n:m,
150159,181235,n:m,596507
150159,181236,n:m,
133308,180097,n:m,
133308,181235,n:m,
133308,181236,n:m,
1062,176154,01:01,
6870,192055,n:m,
6870,183595,n:m,
93627,CAEEL04218,01:01,
9061,177893,n:1,947187
166929,178072,01:01,
HUMAN22771,181169,01:01,954552
6164,178173,01:01,871354
64850,177646,n:1,918224
10427,178183,n:1,
54433,176870,01:01,593881
79071,183948,n:1,742793
2028,179763,01:01,
817,177921,n:1,
7368,172085,n:m,
7368,182508,n:m,
7368,175591,n:m,
7368,187129,n:m,
7368,188885,n:m,
7368,178744,n:m,
7368,185500,n:m,
7368,178905,n:m,
7368,179446,n:m,
7368,181413,n:m,
64579,177675,n:1,
133022,177902,n:1,
9348,177675,n:1,
9871,178078,n:1,
4085,177046,01:01,943047
79625,177083,01:01,
55212,190704,01:01,924929
7222,CAEEL08332,01:01,
84162,171926,01:01,934687
83447,189112,n:1,
22824,176195,n:1,593726
256471,190242,1:m,594916
256471,181028,1:m,
80167,3565589,01:01,803807
132321,183139,01:01,575289
80155,175189,n:1,743006
1047,176390,n:1,752346
23158,178316,n:1,597416
8821,CAEEL08745,01:01,
8467,175944,n:1,
10393,3565580,01:01,
6059,176733,01:01,593723
4086,176229,n:1,931334
HUMAN22922,174164,01:01,814444
11157,190601,01:01,
79658,175849,n:1,
166614,176639,n:1,595207
987,175606,n:1,
10586,175607,n:1,
6189,175584,01:01,925410
55294,179878,01:01,594019
27236,176326,n:1,
285533,182681,n:1,
HUMAN22964,187783,n:1,
5356,179500,01:01,593833
51802,CAEEL00598,n:m,
51802,182851,n:m,
51802,189058,n:m,
51802,189033,n:m,
51802,184882,n:m,
51802,185036,n:m,
51802,181468,n:m,
6999,175836,01:01,932484
55314,189111,1:m,
55314,175678,1:m,937279
2110,175916,01:01,713386
9693,177894,n:1,
84076,177906,n:1,551716
11275,174791,n:1,596652
HUMAN23025,173747,n:1,
1363,177940,n:1,
HUMAN23029,CAEEL20699,n:1,595868
1182,174449,n:1,923324
442117,178343,n:1,
HUMAN23051,178661,01:01,771077
3148,175890,n:1,
8001,172103,n:m,703114
8001,172270,n:m,
8001,178930,n:m,
8001,180086,n:m,
60559,176133,01:01,813747
175,180550,01:01,937480
55714,175953,n:1,
3622,178470,n:1,
60684,CAEEL06719,01:01,
133121,184442,1:m,
133121,180561,1:m,
291,189112,n:1,
285440,178065,01:01,
HUMAN23125,CAEEL07368,n:1,
2483,176719,01:01,936090
6389,172968,1:m,
6389,181108,1:m,818650
10016,187448,01:01,594539
11336,173910,01:01,835098
11076,171948,n:1,
9319,174313,01:01,594285
81037,174362,01:01,
4726,184827,01:01,
170690,181022,n:m,
170690,181412,n:m,
84246,CAEEL05013,01:01,
54888,171697,01:01,759422
6715,191550,n:m,
6715,185670,n:m,873337
6715,184699,n:m,
108,191607,n:1,
HUMAN23186,174471,01:01,888100
134145,176493,01:01,880472
22948,175588,01:01,584366
10299,172986,01:01,785401
7204,171988,n:1,922810
90441,175905,01:01,951992
64083,171919,01:01,831846
10923,188475,01:01,
6897,174790,n:1,
81792,172706,01:01,
23600,174559,1:m,
23600,181140,1:m,918719
5810,176608,01:01,796000
134218,CAEEL09247,01:01,
64902,172301,01:01,918222
133688,177139,n:m,
133688,179406,n:m,
167127,177139,n:m,
167127,179406,n:m,
92255,174724,01:01,879469
133686,174846,01:01,
9631,CAEEL09603,01:01,
55100,179027,01:01,929207
133584,174097,01:01,
5562,181727,n:1,
HUMAN23298,175141,1:m,
HUMAN23298,175460,1:m,
133558,24104280,n:1,
5019,174548,01:01,943442
167359,186015,01:01,
3157,178956,n:1,856883
23530,180884,01:01,901203
53918,187888,01:01,949835
4724,172037,01:01,878194
112574,178361,n:1,
23517,177824,01:01,937633
8611,173734,n:1,
153129,177997,01:01,
115827,173971,n:1,
5144,174235,n:1,
27292,183993,01:01,933588
10283,174843,01:01,
11174,181022,n:m,
11174,181412,n:m,
23398,173225,01:01,593779
373,174525,01:01,
80006,CAEEL04709,01:01,926147
54557,173846,n:1,
140890,174646,01:01,
64924,173299,01:01,893203
1022,171784,01:01,593781
102157402,174511,01:01,952788
730394,176421,n:1,
6606,172783,n:1,916918
6606,172783,n:1,
2966,176421,n:1,589082
55814,179981,01:01,
64087,41656988,01:01,935231
3842,175094,n:1,
115548,173511,n:1,596545
689,174090,n:1,
HUMAN23490,171811,01:01,
3074,180533,n:1,
84340,191043,01:01,593975
10412,173232,01:01,960842
51301,172446,n:m,
51301,172447,n:m,
51301,173108,n:m,
51301,173109,n:m,
51301,173114,n:m,
51301,174679,n:m,
10087,172940,01:01,
HUMAN23507,177709,n:1,
10788,173294,n:1,934433
55109,178216,01:01,
HUMAN23527,171791,01:01,
9522,171756,n:1,
29958,171775,01:01,942599
167153,172207,01:01,
345778,173340,01:01,
1719,172681,n:1,
23635,174975,n:1,
6228,178188,01:01,958452
902,190078,01:01,
153396,173230,n:1,918505
153364,182131,01:01,
10622,171916,n:1,922507
57561,189457,01:01,
7025,192082,n:1,
79772,172382,n:1,708145
2745,171685,1:m,
2745,181766,1:m,
51752,173297,01:01,880804
4012,181438,01:01,
285704,190602,n:1,
1105,172432,n:1,
5066,266833,01:01,949574
23262,172221,01:01,
83594,177996,01:01,
4124,179632,n:1,730898
91137,173212,01:01,951057
134430,178346,01:01,593677
134429,186873,01:01,805209
6728,171711,01:01,
7905,171835,n:m,
7905,176759,n:m,
83942,CAEEL04319,n:m,600611
83942,178314,n:m,
64848,172615,01:01,
HUMAN23673,172602,n:1,
5229,174999,01:01,935726
51014,172372,n:1,944158
1036,180434,01:01,532673
9140,175793,01:01,
1176,171691,n:1,932989
1657,181558,n:1,557574
94033,171934,n:m,955365
94033,179138,n:m,
HUMAN23706,CAEEL20014,01:01,758165
6643,180468,n:1,
1456,172891,n:1,
HUMAN23723,175820,01:01,530731
84466,173064,n:1,
133619,182237,01:01,916494
6558,3565648,n:1,834283
51015,178169,01:01,
HUMAN23742,181022,n:m,
HUMAN23742,181412,n:m,
337876,172851,n:1,841231
3094,184760,01:01,
51735,177894,n:1,
HUMAN23754,177894,n:1,
23305,171643,n:1,
8974,176569,n:m,
8974,178170,n:m,870301
10111,179678,01:01,593739
11127,3565057,01:01,594623
23176,179976,n:1,
27089,174992,1:m,
27089,180862,1:m,
3308,176195,n:1,
7416,177524,n:1,
6500,172773,1:m,
6500,172775,1:m,960562
5515,178117,n:1,
7320,177170,n:1,
51128,177217,n:1,
10802,178183,n:1,593865
9879,176943,01:01,594059
153328,187658,n:1,
4090,176229,n:1,
26249,174791,n:1,
51308,173639,01:01,
2107,CAEEL14274,01:01,
3313,178873,01:01,593534
1495,179624,n:1,
9963,187811,n:m,
9963,177296,n:m,
9963,188241,n:m,
9963,188243,n:m,
9963,183708,n:m,
7322,178006,n:1,
5813,177540,n:1,897843
5201,178021,01:01,575396
83697,180943,01:01,
4695,173279,01:01,934426
3550,173693,01:01,934926
54853,175547,01:01,
3035,177978,n:1,959043
23438,177978,n:1,
153527,176090,01:01,593826
83884,188387,n:1,769056
9604,186378,1:m,
9604,CAEEL07650,1:m,
HUMAN23996,176760,n:1,956793
23092,175849,n:1,
81555,179507,n:1,
51520,175538,01:01,531129
5521,172826,n:1,912119
202374,176456,n:1,
105378220,187239,1:m,
105378220,172197,1:m,
105378220,353461,1:m,
105378220,186529,1:m,
105378220,176985,1:m,
105378220,177188,1:m,
105378220,178193,1:m,
105378220,179296,1:m,
105378220,179297,1:m,
105378220,179298,1:m,
105378220,185212,1:m,
105378220,186439,1:m,
105378220,188426,1:m,607672
105378220,179812,1:m,
105378220,179825,1:m,
105378220,180529,1:m,
105378220,181307,1:m,
105378220,181308,1:m,
105378220,CAEEL20102,1:m,
1452,175524,01:01,594729
1836,179357,n:m,
1836,179626,n:m,
1836,CAEEL15741,n:m,
6208,176006,01:01,915052
3340,177675,n:1,
55696,177979,01:01,873049
51164,177600,01:01,
2878,181178,n:m,
2878,182513,n:m,
285641,173442,n:m,
285641,259544,n:m,
285641,189698,n:m,
153201,173442,n:m,
153201,259544,n:m,595074
153201,189698,n:m,
206358,173442,n:m,
206358,259544,n:m,
206358,189698,n:m,
2196,CAEEL07368,n:1,
6678,176931,01:01,934205
10146,177880,n:1,
2741,172103,n:m,
2741,172270,n:m,
2741,178930,n:m,703126
2741,180086,n:m,
2890,172449,n:1,
55568,178343,n:1,
10826,174339,01:01,
9337,176625,n:1,
HUMAN24132,176482,01:01,955848
285643,176750,n:1,
6444,184162,n:1,850796
153743,175738,n:1,738584
9443,173353,01:01,
26999,176885,n:1,764673
153830,172053,01:01,915828
7265,172965,01:01,594507
10569,179443,01:01,588880
23120,176498,n:1,712695
3161,175372,01:01,
57451,175953,n:1,
5917,175659,01:01,955044
6586,181562,n:1,
1794,177942,n:1,
30820,CAEEL20858,01:01,
64901,179467,n:1,
23291,174058,n:1,
6793,181488,n:1,
54492,181767,n:1,
57222,180517,01:01,791335
51121,174379,n:1,
8992,177757,01:01,
662,175187,01:01,785381
94081,181807,n:m,
94081,174708,n:m,
94081,183547,n:m,
94081,181353,n:m,958307
84321,172713,01:01,593920
51491,191277,01:01,
1212,179150,n:1,
23197,181603,01:01,
253314,178536,n:1,933370
26262,177890,n:1,738165
90249,177334,n:1,
27166,174760,01:01,
10960,180423,n:1,889483
6569,CAEEL18521,n:1,794965
2870,181212,n:1,
HUMAN24317,172413,01:01,593992
54732,180307,n:1,
11285,176382,01:01,933525
55651,176531,01:01,956067
3182,177392,01:01,
85007,177646,n:1,
2916,177327,n:1,
9509,181022,n:m,
9509,181412,n:m,
821,176390,n:1,
23061,178316,n:1,
255426,177527,n:1,
5601,177460,n:1,
9945,174778,n:m,
9945,178067,n:m,745228
57472,178184,n:1,
4245,175453,1:m,
4245,181160,1:m,928397
10399,177895,01:01,593698
56940,182649,01:01,
55770,174459,01:01,
135458,171939,n:1,937742
2762,186416,1:m,
2762,177717,1:m,593592
5272,178585,01:01,
670,173418,01:01,863389
7280,181036,n:1,
347733,181036,n:1,
26240,179970,n:1,
8899,174244,01:01,
10455,174665,01:01,954556
10667,180303,01:01,953101
HUMAN24472,171865,01:01,
83732,171883,01:01,593859
51000,175787,01:01,807135
2651,172446,n:m,
2651,172447,n:m,
2651,173108,n:m,
2651,173109,n:m,820449
2651,173114,n:m,
2651,174679,n:m,
2766,178834,n:1,
10486,266829,n:1,
HUMAN24559,CAEEL18488,n:1,595154
HUMAN24564,175493,01:01,
154141,CAEEL11648,n:m,
154141,180824,n:m,570962
7915,174991,01:01,530733
51567,173276,01:01,533981
55856,353396,1:m,
55856,182923,1:m,874353
55856,176198,1:m,
221613,172860,n:m,
221613,172860,n:m,
221613,172860,n:m,
221613,172860,n:m,
221613,172860,n:m,
221613,172860,n:m,
221613,172860,n:m,
221613,172860,n:m,
221613,172860,n:m,
221613,172860,n:m,
221613,172860,n:m,
221613,172860,n:m,
221613,172860,n:m,
221613,172860,n:m,957744
221613,172860,n:m,
221613,179339,n:m,
221613,172860,n:m,
255626,175026,n:m,
255626,175026,n:m,
255626,175026,n:m,
255626,186326,n:m,
255626,175026,n:m,
255626,175026,n:m,
255626,186326,n:m,
255626,186326,n:m,
255626,186326,n:m,
255626,191670,n:m,
255626,CAEEL14858,n:m,
255626,191670,n:m,
255626,191670,n:m,
255626,191670,n:m,
255626,191670,n:m,
255626,179340,n:m,
255626,191670,n:m,
3024,172242,n:m,
3024,186584,n:m,
3024,178866,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,538854
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,589000
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,589001
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,538855
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8335,172860,n:m,
8335,172860,n:m,
8335,172860,n:m,
8335,172860,n:m,
8335,172860,n:m,
8335,172860,n:m,
8335,172860,n:m,
8335,172860,n:m,
8335,172860,n:m,
8335,172860,n:m,
8335,172860,n:m,
8335,172860,n:m,
8335,172860,n:m,
8335,172860,n:m,
8335,172860,n:m,
8335,179339,n:m,
8335,172860,n:m,
3018,175026,n:m,
3018,175026,n:m,
3018,175026,n:m,
3018,186326,n:m,
3018,175026,n:m,
3018,175026,n:m,
3018,186326,n:m,
3018,186326,n:m,
3018,186326,n:m,
3018,191670,n:m,
3018,CAEEL14858,n:m,
3018,191670,n:m,
3018,191670,n:m,
3018,191670,n:m,
3018,191670,n:m,
3018,179340,n:m,
3018,191670,n:m,731226
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,538856
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
8351,191672,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,589002
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
8347,175026,n:m,
8347,175026,n:m,
8347,175026,n:m,
8347,186326,n:m,
8347,175026,n:m,
8347,175026,n:m,
8347,186326,n:m,
8347,186326,n:m,
8347,186326,n:m,
8347,191670,n:m,
8347,CAEEL14858,n:m,
8347,191670,n:m,
8347,191670,n:m,
8347,191670,n:m,
8347,191670,n:m,
8347,179340,n:m,
8347,191670,n:m,
8334,172860,n:m,
8334,172860,n:m,
8334,172860,n:m,
8334,172860,n:m,
8334,172860,n:m,
8334,172860,n:m,
8334,172860,n:m,
8334,172860,n:m,957731
8334,172860,n:m,
8334,172860,n:m,
8334,172860,n:m,
8334,172860,n:m,
8334,172860,n:m,
8334,172860,n:m,
8334,172860,n:m,
8334,179339,n:m,
8334,172860,n:m,
3008,172242,n:m,
3008,186584,n:m,
3008,178866,n:m,
3017,175026,n:m,
3017,175026,n:m,
3017,175026,n:m,
3017,186326,n:m,
3017,175026,n:m,
3017,175026,n:m,
3017,186326,n:m,731228
3017,186326,n:m,
3017,186326,n:m,
3017,191670,n:m,
3017,CAEEL14858,n:m,
3017,191670,n:m,
3017,191670,n:m,
3017,191670,n:m,
3017,191670,n:m,
3017,179340,n:m,
3017,191670,n:m,
8347,175026,n:m,
8347,175026,n:m,
8347,175026,n:m,
8347,186326,n:m,
8347,175026,n:m,
8347,175026,n:m,
8347,186326,n:m,
8347,186326,n:m,
8347,186326,n:m,731219
8347,191670,n:m,
8347,CAEEL14858,n:m,
8347,191670,n:m,
8347,191670,n:m,
8347,191670,n:m,
8347,191670,n:m,
8347,179340,n:m,
8347,191670,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,589005
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
121504,188792,n:m,
