"Gene","Tau","InteractionType","ARC_Connected","ARC_Connected_Threshold","Dataset"
"MIOS",0.337593858,"Ind",5,"4+","COX90"
"MIR124-1HG",0.999555859,"Ind",8,"4+","COX90"
"MIR1244-2",0.441770771,"Ind",4,"4+","COX90"
"MIR217HG",1,"Ind",1,"1","COX90"
"MIR3659HG",0.970333803,"Ind",1,"1","COX90"
"MIR497HG",0.500281218,"Ind",3,"3","COX90"
"MIR663AHG",1,"Ind",6,"4+","COX90"
"MIR762HG",0.831299381,"Ind",5,"4+","COX90"
"MIR8083",0.960654186,"Ind",1,"1","COX90"
"MIS12",0.174793449,"Ind",4,"4+","COX90"
"MIS18BP1",0.324452333,"Ind",5,"4+","COX90"
"MISP",0.845934503,"Ind",5,"4+","COX90"
"MIX23",0.099669621,"Ind",4,"4+","COX90"
"MKLN1",0.248904186,"Ind",3,"3","COX90"
"MKNK1",0.270665145,"Ind",4,"4+","COX90"
"MKNK1-AS1",0.920092688,"Ind",4,"4+","COX90"
"MKRN2",0.295598391,"Ind",5,"4+","COX90"
"MKRN7P",0.881074649,"Ind",4,"4+","COX90"
"MLANA",1,"Ind",7,"4+","COX90"
"MLEC",0.202964377,"Ind",5,"4+","COX90"
"MLF2",0.088818644,"Ind",4,"4+","COX90"
"MLH1",0.203047004,"Ind",1,"1","COX90"
"MLIP",0.914971679,"Ind",1,"1","COX90"
"MLKL",0.379482372,"Ind",2,"2","COX90"
"MLLT1",0.148655606,"Ind",4,"4+","COX90"
"MLLT10",0.305256782,"Ind",4,"4+","COX90"
"MLLT6",0.174570354,"Ind",4,"4+","COX90"
"MLPH",0.529480335,"Ind",7,"4+","COX90"
"MLST8",0.198913016,"Ind",4,"4+","COX90"
"MLX",0.095503012,"Ind",5,"4+","COX90"
"MLXIP",0.21285901,"Ind",5,"4+","COX90"
"MLXIPL",0.578943485,"Ind",3,"3","COX90"
"MMADHC",0.10159827,"Ind",1,"1","COX90"
"MMADHC-DT",0.958625379,"Ind",1,"1","COX90"
"MMD2",0.941651733,"Ind",8,"4+","COX90"
"MMGT1",0.239500308,"Ind",4,"4+","COX90"
"MMP24",0.858475482,"Ind",3,"3","COX90"
"MMP24OS",0.176031683,"Ind",4,"4+","COX90"
"MMS19",0.159018948,"Ind",5,"4+","COX90"
"MNT",0.203738394,"Ind",5,"4+","COX90"
"MNX1",0.930986507,"Ind",1,"1","COX90"
"MNX1-AS2",0.939101439,"Ind",1,"1","COX90"
"MOAP1",0.238649334,"Ind",1,"1","COX90"
"MOB1A",0.181483707,"Ind",5,"4+","COX90"
"MOB4",0.28137947,"Ind",3,"3","COX90"
"MOBP",0.987442076,"Ind",8,"4+","COX90"
"MOCS1",0.295590063,"Ind",4,"4+","COX90"
"MOGAT2",0.927925119,"Ind",7,"4+","COX90"
"MOGAT3",0.946678448,"Ind",7,"4+","COX90"
"MOGS",0.127370881,"Ind",5,"4+","COX90"
"MON1B",0.228642925,"Ind",5,"4+","COX90"
"MON2",0.201997468,"Ind",6,"4+","COX90"
"MORC2",0.293057289,"Ind",4,"4+","COX90"
"MORN5",0.843570731,"Ind",1,"1","COX90"
"MPC1",0.199250847,"Ind",3,"3","COX90"
"MPC2",0.289924779,"Ind",1,"1","COX90"
"MPDU1",0.130996751,"Ind",5,"4+","COX90"
"MPG",0.180530874,"Ind",4,"4+","COX90"
"MPHOSPH10",0.134842321,"Ind",5,"4+","COX90"
"MPHOSPH9",0.493706105,"Ind",4,"4+","COX90"
"MPLKIP",0.205688035,"Ind",4,"4+","COX90"
"MPND",0.148512052,"Ind",3,"3","COX90"
"MPP2",0.575211596,"Ind",8,"4+","COX90"
"MPPE1",0.252629731,"Ind",6,"4+","COX90"
"MPRIP",0.204249635,"Ind",4,"4+","COX90"
"MPST",0.241722802,"Ind",4,"4+","COX90"
"MPV17",0.196741442,"Ind",5,"4+","COX90"
"MR1",0.323730259,"Ind",6,"4+","COX90"
"MRAP2",0.760304,"Ind",6,"4+","COX90"
"MRGBP",0.444664833,"Ind",2,"2","COX90"
"MRGPRF",0.428475867,"Ind",3,"3","COX90"
"MRI1",0.193789639,"Ind",4,"4+","COX90"
"MRLN",0.964443713,"Ind",5,"4+","COX90"
"MRM3",0.280010145,"Ind",2,"2","COX90"
"MRO",0.896666391,"Ind",8,"4+","COX90"
"MROH8",0.792431826,"Ind",1,"1","COX90"
"MRPL10",0.137631508,"Ind",1,"1","COX90"
"MRPL11",0.12195886,"Ind",5,"4+","COX90"
"MRPL12",0.09809461,"Ind",3,"3","COX90"
"MRPL18",0.102586585,"Ind",1,"1","COX90"
"MRPL19",0.183360893,"Ind",4,"4+","COX90"
"MRPL2",0.10949335,"Ind",1,"1","COX90"
"MRPL20",0.068211801,"Ind",3,"3","COX90"
"MRPL20-AS1",0.158006474,"Ind",5,"4+","COX90"
"MRPL24",0.09683659,"Ind",2,"2","COX90"
"MRPL28",0.180187982,"Ind",5,"4+","COX90"
"MRPL3",0.087285927,"Ind",5,"4+","COX90"
"MRPL32",0.123091326,"Ind",2,"2","COX90"
"MRPL34",0.143540331,"Ind",3,"3","COX90"
"MRPL35P3",1,"Ind",5,"4+","COX90"
"MRPL37",0.122794337,"Ind",4,"4+","COX90"
"MRPL4",0.109812946,"Ind",4,"4+","COX90"
"MRPL43",0.153075146,"Ind",5,"4+","COX90"
"MRPL44",0.132718246,"Ind",4,"4+","COX90"
"MRPL45",0.13556151,"Ind",3,"3","COX90"
"MRPL47",0.240048125,"Ind",1,"1","COX90"
"MRPL49",0.189927511,"Ind",1,"1","COX90"
"MRPL51",0.188350499,"Ind",2,"2","COX90"
"MRPL52",0.086361126,"Ind",5,"4+","COX90"
"MRPL9",0.100216518,"Ind",5,"4+","COX90"
"MRPS15",0.273483074,"Ind",5,"4+","COX90"
"MRPS18C",0.132350454,"Ind",2,"2","COX90"
"MRPS2",0.106153559,"Ind",4,"4+","COX90"
"MRPS21",0.11639116,"Ind",5,"4+","COX90"
"MRPS22",0.208380551,"Ind",5,"4+","COX90"
"MRPS25",0.222572631,"Ind",5,"4+","COX90"
"MRPS26",0.125055523,"Ind",3,"3","COX90"
"MRPS27",0.126109206,"Ind",3,"3","COX90"
"MRPS30",0.145783447,"Ind",5,"4+","COX90"
"MRPS31P4",0.332252742,"Ind",3,"3","COX90"
"MRPS34",0.105272888,"Ind",5,"4+","COX90"
"MRPS35",0.116881519,"Ind",2,"2","COX90"
"MRPS36",0.124532033,"Ind",5,"4+","COX90"
"MRPS5",0.072903153,"Ind",5,"4+","COX90"
"MRRF",0.219401787,"Ind",5,"4+","COX90"
"MRS2",0.104377759,"Ind",4,"4+","COX90"
"MRTO4",0.16339282,"Ind",4,"4+","COX90"
"MSH3",0.201805151,"Ind",3,"3","COX90"
"MSH6",0.365602019,"Ind",5,"4+","COX90"
"MSL2",0.20320182,"Ind",3,"3","COX90"
"MSL3",0.356673185,"Ind",3,"3","COX90"
"MSN",0.213385508,"Ind",4,"4+","COX90"
"MSRB2",0.167747194,"Ind",1,"1","COX90"
"MSTO1",0.379142634,"Ind",5,"4+","COX90"
"MT-ATP6",0.077358296,"Ind",1,"1","COX90"
"MT3",0.825529436,"Ind",7,"4+","COX90"
"MTA2",0.14041473,"Ind",5,"4+","COX90"
"MTAP",0.347030864,"Ind",3,"3","COX90"
"MTCH1",0.185122047,"Ind",4,"4+","COX90"
"MTCH2",0.263367885,"Ind",3,"3","COX90"
"MTCL1",0.711917976,"Ind",8,"4+","COX90"
"MTCO1P12",0.196826259,"Ind",2,"2","COX90"
"MTCYBP21",0.94766718,"Ind",1,"1","COX90"
"MTDH",0.142171866,"Ind",2,"2","COX90"
"MTERF4",0.278721103,"Ind",4,"4+","COX90"
"MTFR1L",0.177451527,"Ind",5,"4+","COX90"
"MTG1",0.193172092,"Ind",5,"4+","COX90"
"MTG2",0.161494716,"Ind",3,"3","COX90"
"MTHFD1",0.333028741,"Ind",4,"4+","COX90"
"MTHFD1L",0.468229295,"Ind",1,"1","COX90"
"MTHFD2L",0.388457298,"Ind",3,"3","COX90"
"MTHFSD",0.347459972,"Ind",5,"4+","COX90"
"MTIF2",0.101280118,"Ind",4,"4+","COX90"
"MTIF3",0.160250956,"Ind",3,"3","COX90"
"MTM1",0.232850893,"Ind",5,"4+","COX90"
"MTMR1",0.180682896,"Ind",5,"4+","COX90"
"MTMR10",0.223471393,"Ind",4,"4+","COX90"
"MTMR14",0.17073129,"Ind",3,"3","COX90"
"MTMR3",0.17806108,"Ind",1,"1","COX90"
"MTMR4",0.158536234,"Ind",6,"4+","COX90"
"MTMR6",0.180196371,"Ind",2,"2","COX90"
"MTND1P23",0.136790779,"Ind",6,"4+","COX90"
"MTND5P1",0.819730844,"Ind",3,"3","COX90"
"MTND6P5",1,"Ind",5,"4+","COX90"
"MTPN",0.121464696,"Ind",5,"4+","COX90"
"MTR",0.235465424,"Ind",3,"3","COX90"
"MTREX",0.149954064,"Ind",5,"4+","COX90"
"MTRF1L",0.182428015,"Ind",5,"4+","COX90"
"MTRR",0.19812885,"Ind",5,"4+","COX90"
"MTSS2",0.328716933,"Ind",4,"4+","COX90"
"MTUS1",0.207142888,"Ind",7,"4+","COX90"
"MTX1",0.399592968,"Ind",5,"4+","COX90"
"MTX1P1",0.89647081,"Ind",4,"4+","COX90"
"MUC12-AS1",0.658688708,"Ind",4,"4+","COX90"
"MUC20P1",0.44280959,"Ind",8,"4+","COX90"
"MUC5B",0.929646358,"Ind",7,"4+","COX90"
"MUL1",0.118202462,"Ind",3,"3","COX90"
"MUS81",0.206473973,"Ind",5,"4+","COX90"
"MUSTN1",0.426670186,"Ind",1,"1","COX90"
"MUTYH",0.220511304,"Ind",5,"4+","COX90"
"MVB12A",0.233720499,"Ind",5,"4+","COX90"
"MVP",0.136816531,"Ind",1,"1","COX90"
"MVP-DT",0.553793022,"Ind",5,"4+","COX90"
"MX1",0.323485508,"Ind",2,"2","COX90"
"MXD4",0.191631945,"Ind",1,"1","COX90"
"MXI1",0.245362887,"Ind",1,"1","COX90"
"MYADM-AS1",0.966682507,"Ind",1,"1","COX90"
"MYBBP1A",0.130778371,"Ind",4,"4+","COX90"
"MYCBP2",0.236317023,"Ind",3,"3","COX90"
"MYD88",0.378387586,"Ind",2,"2","COX90"
"MYDGF",0.130970393,"Ind",1,"1","COX90"
"MYG1",0.268182785,"Ind",2,"2","COX90"
"MYG1-AS1",0.395938726,"Ind",5,"4+","COX90"
"MYH14",0.490112014,"Ind",8,"4+","COX90"
"MYH7B",0.774667316,"Ind",6,"4+","COX90"
"MYH9",0.227303413,"Ind",3,"3","COX90"
"MYL12-AS1",0.989332348,"Ind",3,"3","COX90"
"MYL12A",0.218747974,"Ind",3,"3","COX90"
"MYL12B",0.102746428,"Ind",5,"4+","COX90"
"MYL12BP2",0.972419111,"Ind",5,"4+","COX90"
"MYL6",0.156591554,"Ind",4,"4+","COX90"
"MYL9",0.300318938,"Ind",2,"2","COX90"
"MYLIP",0.234467687,"Ind",1,"1","COX90"
"MYLK-AS2",1,"Ind",2,"2","COX90"
"MYNN",0.238924745,"Ind",3,"3","COX90"
"MYO10",0.376309146,"Ind",1,"1","COX90"
"MYO15B",0.261669927,"Ind",4,"4+","COX90"
"MYO19",0.242674396,"Ind",5,"4+","COX90"
"MYO1F",0.663508721,"Ind",3,"3","COX90"
"MYO1G",0.741048645,"Ind",1,"1","COX90"
"MYO9B",0.253054406,"Ind",5,"4+","COX90"
"MYOM3",0.91567667,"Ind",7,"4+","COX90"
"MYPN",0.955392678,"Ind",1,"1","COX90"
"MYRIP",0.539037235,"Ind",8,"4+","COX90"
"MYSM1",0.206024384,"Ind",4,"4+","COX90"
"MZF1",0.211741805,"Ind",4,"4+","COX90"
"MZF1-AS1",0.499184061,"Ind",4,"4+","COX90"
"MZT2A",0.179674359,"Ind",3,"3","COX90"
"MZT2B",0.113494687,"Ind",4,"4+","COX90"
"N4BP1",0.178886252,"Ind",6,"4+","COX90"
"N4BP2L2",0.21538215,"Ind",5,"4+","COX90"
"NAA10",0.110843441,"Ind",5,"4+","COX90"
"NAA16",0.28771064,"Ind",3,"3","COX90"
"NAA30",0.270528524,"Ind",2,"2","COX90"
"NAA40",0.305202144,"Ind",5,"4+","COX90"
"NAA50",0.212083697,"Ind",2,"2","COX90"
"NAA60",0.109942857,"Ind",5,"4+","COX90"
"NAB1",0.218199617,"Ind",4,"4+","COX90"
"NABP2",0.115968348,"Ind",4,"4+","COX90"
"NACA2",0.994268153,"Ind",1,"1","COX90"
"NACAD",0.569209619,"Ind",8,"4+","COX90"
"NACC1",0.163736647,"Ind",5,"4+","COX90"
"NADK",0.242990062,"Ind",3,"3","COX90"
"NADK2",0.348497168,"Ind",1,"1","COX90"
"NADSYN1",0.183842567,"Ind",5,"4+","COX90"
"NAF1",0.273775736,"Ind",4,"4+","COX90"
"NAGK",0.209152596,"Ind",2,"2","COX90"
"NAGLU",0.160379344,"Ind",5,"4+","COX90"
"NAGPA",0.248486618,"Ind",4,"4+","COX90"
"NAIP",0.967434333,"Ind",1,"1","COX90"
"NAIPP4",0.794481169,"Ind",1,"1","COX90"
"NALCN",0.873970804,"Ind",5,"4+","COX90"
"NALF1-IT1",1,"Ind",8,"4+","COX90"
"NANS",0.320530474,"Ind",5,"4+","COX90"
"NAPA",0.088377865,"Ind",4,"4+","COX90"
"NAPA-AS1",0.323245006,"Ind",5,"4+","COX90"
"NAPB",0.485132368,"Ind",8,"4+","COX90"
"NAPRT",0.135626878,"Ind",1,"1","COX90"
"NARF",0.264471138,"Ind",1,"1","COX90"
"NARS1",0.084370063,"Ind",5,"4+","COX90"
"NASP",0.215066756,"Ind",3,"3","COX90"
"NAT10",0.15062023,"Ind",5,"4+","COX90"
"NAT14",0.384101315,"Ind",1,"1","COX90"
"NAT9",0.178467683,"Ind",5,"4+","COX90"
"NAV2-AS6",0.791498833,"Ind",4,"4+","COX90"
"NAXE",0.105740541,"Ind",2,"2","COX90"
"NBEAL1",0.606999878,"Ind",4,"4+","COX90"
"NBEAL2",0.344425312,"Ind",1,"1","COX90"
"NBN",0.241968379,"Ind",1,"1","COX90"
"NBPF10",0.778208526,"Ind",5,"4+","COX90"
"NBPF11",0.278357667,"Ind",6,"4+","COX90"
"NBPF12",0.448806833,"Ind",6,"4+","COX90"
"NBPF14",0.490994046,"Ind",5,"4+","COX90"
"NBPF15",0.261705983,"Ind",1,"1","COX90"
"NBPF19",0.453839114,"Ind",5,"4+","COX90"
"NBPF20",1,"Ind",3,"3","COX90"
"NBPF25P",0.863411362,"Ind",3,"3","COX90"
"NBPF26",0.439888195,"Ind",1,"1","COX90"
"NBPF2P",0.864794852,"Ind",5,"4+","COX90"
"NBPF9",0.392615861,"Ind",1,"1","COX90"
"NCAM1-AS1",0.74763317,"Ind",4,"4+","COX90"
"NCAPD2",0.233967532,"Ind",1,"1","COX90"
"NCAPG2",0.553098933,"Ind",1,"1","COX90"
"NCAPH2",0.215485331,"Ind",5,"4+","COX90"
"NCBP1",0.174813672,"Ind",5,"4+","COX90"
"NCBP2",0.100500478,"Ind",4,"4+","COX90"
"NCBP2AS2",0.111860775,"Ind",5,"4+","COX90"
"NCBP3",0.215227495,"Ind",5,"4+","COX90"
"NCDN",0.491941562,"Ind",8,"4+","COX90"
"NCK1",0.226801467,"Ind",4,"4+","COX90"
"NCKAP1L",0.593136459,"Ind",6,"4+","COX90"
"NCKAP5-AS2",0.987392455,"Ind",5,"4+","COX90"
"NCKAP5L",0.246041538,"Ind",4,"4+","COX90"
"NCL",0.098532919,"Ind",5,"4+","COX90"
"NCLN",0.152023958,"Ind",5,"4+","COX90"
"NCOA1",0.185255703,"Ind",4,"4+","COX90"
"NCOA2",0.165881796,"Ind",1,"1","COX90"
"NCOA5",0.176485815,"Ind",2,"2","COX90"
"NCOR1",0.159695762,"Ind",5,"4+","COX90"
"NCOR1P1",1,"Ind",1,"1","COX90"
"NCS1",0.474052237,"Ind",8,"4+","COX90"
"NCSTN",0.098519119,"Ind",5,"4+","COX90"
"NDE1",0.371673469,"Ind",5,"4+","COX90"
"NDEL1",0.194612355,"Ind",2,"2","COX90"
"NDFIP2-AS1",1,"Ind",1,"1","COX90"
"NDRG2",0.248327649,"Ind",8,"4+","COX90"
"NDRG3",0.266540085,"Ind",3,"3","COX90"
"NDRG4",0.575341702,"Ind",8,"4+","COX90"
"NDST2",0.220458734,"Ind",3,"3","COX90"
"NDUFA1",0.145827461,"Ind",6,"4+","COX90"
"NDUFA10",0.105011016,"Ind",6,"4+","COX90"
"NDUFA11",0.114003416,"Ind",6,"4+","COX90"
"NDUFA2",0.120492002,"Ind",6,"4+","COX90"
"NDUFA3",0.148068415,"Ind",6,"4+","COX90"
"NDUFA7",0.180686388,"Ind",3,"3","COX90"
"NDUFAB1",0.21376833,"Ind",3,"3","COX90"
"NDUFAF5",0.28016655,"Ind",3,"3","COX90"
"NDUFAF6",0.312440402,"Ind",4,"4+","COX90"
"NDUFB10",0.179856359,"Ind",6,"4+","COX90"
"NDUFB11",0.124142798,"Ind",6,"4+","COX90"
"NDUFB2",0.200160939,"Ind",5,"4+","COX90"
"NDUFB3",0.174384874,"Ind",1,"1","COX90"
"NDUFB4",0.125623859,"Ind",6,"4+","COX90"
"NDUFB5",0.149198015,"Ind",1,"1","COX90"
"NDUFB6",0.149717865,"Ind",1,"1","COX90"
"NDUFB7",0.067501866,"Ind",5,"4+","COX90"
"NDUFB8",0.087533432,"Ind",3,"3","COX90"
"NDUFS1",0.301715067,"Ind",3,"3","COX90"
"NDUFS2",0.148488374,"Ind",2,"2","COX90"
"NDUFS4",0.121291695,"Ind",1,"1","COX90"
"NDUFS5",0.087279323,"Ind",2,"2","COX90"
"NDUFS6",0.120373851,"Ind",1,"1","COX90"
"NDUFS7",0.20210714,"Ind",2,"2","COX90"
"NDUFS8",0.182754793,"Ind",5,"4+","COX90"
"NDUFV1",0.083082421,"Ind",5,"4+","COX90"
"NDUFV3",0.21665733,"Ind",5,"4+","COX90"
"NEBL",0.699708996,"Ind",5,"4+","COX90"
"NECAB2",0.886573471,"Ind",8,"4+","COX90"
"NECAP2",0.220394951,"Ind",4,"4+","COX90"
"NEDD8",0.08725437,"Ind",6,"4+","COX90"
"NEFH",0.844951785,"Ind",8,"4+","COX90"
"NEFL",0.882902522,"Ind",8,"4+","COX90"
"NEFM",0.818591929,"Ind",8,"4+","COX90"
"NEIL1",0.212052256,"Ind",4,"4+","COX90"
"NEK7",0.232063869,"Ind",3,"3","COX90"
"NEK9",0.159876819,"Ind",5,"4+","COX90"
"NELFCD",0.170377834,"Ind",5,"4+","COX90"
"NELL1",0.919902688,"Ind",4,"4+","COX90"
"NEMF",0.169241546,"Ind",6,"4+","COX90"
"NEMP1",0.26240823,"Ind",1,"1","COX90"
"NENF",0.201888913,"Ind",4,"4+","COX90"
"NEPRO",0.137111049,"Ind",4,"4+","COX90"
"NES",0.310906931,"Ind",7,"4+","COX90"
"NEU3",0.431596994,"Ind",4,"4+","COX90"
"NEURL1",0.676843139,"Ind",8,"4+","COX90"
"NEUROD2",1,"Ind",8,"4+","COX90"
"NEXN",0.434427502,"Ind",2,"2","COX90"
"NFASC",0.398273911,"Ind",8,"4+","COX90"
"NFAT5",0.242728167,"Ind",4,"4+","COX90"
"NFATC2IP-AS1",0.26058615,"Ind",5,"4+","COX90"
"NFATC3",0.413266378,"Ind",5,"4+","COX90"
"NFE2L1",0.268426689,"Ind",4,"4+","COX90"
"NFIC",0.200453155,"Ind",1,"1","COX90"
"NFKBIB",0.30197773,"Ind",3,"3","COX90"
"NFS1",0.243835947,"Ind",2,"2","COX90"
"NFU1",0.144820716,"Ind",5,"4+","COX90"
"NFX1",0.123946921,"Ind",4,"4+","COX90"
"NFYA",0.340596543,"Ind",5,"4+","COX90"
"NFYC",0.124524682,"Ind",5,"4+","COX90"
"NFYCP2",1,"Ind",6,"4+","COX90"
"NGB",0.910549685,"Ind",8,"4+","COX90"
"NGDN",0.178522798,"Ind",3,"3","COX90"
"NGEF",0.692489297,"Ind",8,"4+","COX90"
"NGLY1",0.338598637,"Ind",5,"4+","COX90"
"NHP2",0.109561595,"Ind",5,"4+","COX90"
"NIFK",0.146650512,"Ind",5,"4+","COX90"
"NIFK-AS1",0.321605871,"Ind",4,"4+","COX90"
"NIN",0.353244293,"Ind",3,"3","COX90"
"NIPA2",0.126577492,"Ind",5,"4+","COX90"
"NIPAL3",0.480630369,"Ind",3,"3","COX90"
"NIPBL",0.186554403,"Ind",3,"3","COX90"
"NIPSNAP2",0.306498315,"Ind",5,"4+","COX90"
"NIPSNAP3A",0.213716417,"Ind",5,"4+","COX90"
"NISCH",0.2273776,"Ind",3,"3","COX90"
"NIT1",0.18448266,"Ind",5,"4+","COX90"
"NIT2",0.223118776,"Ind",3,"3","COX90"
"NKAP",0.297490886,"Ind",1,"1","COX90"
"NKAPD1",0.140327076,"Ind",3,"3","COX90"
"NKIRAS2",0.160167701,"Ind",5,"4+","COX90"
"NKTR",0.151950733,"Ind",4,"4+","COX90"
"NKX2-2",0.951012696,"Ind",8,"4+","COX90"
"NKX6-2",0.950741202,"Ind",8,"4+","COX90"
"NKX6-3",0.987734722,"Ind",7,"4+","COX90"
"NLGN2",0.324038391,"Ind",4,"4+","COX90"
"NMD3",0.150752573,"Ind",3,"3","COX90"
"NME2",0.093944305,"Ind",5,"4+","COX90"
"NME4",0.179029367,"Ind",4,"4+","COX90"
"NMI",0.363708982,"Ind",4,"4+","COX90"
"NMNAT2",0.798787022,"Ind",8,"4+","COX90"
"NMRAL1",0.175515453,"Ind",5,"4+","COX90"
"NMT1",0.102991418,"Ind",4,"4+","COX90"
"NNT",0.340298235,"Ind",5,"4+","COX90"
"NOA1",0.164997258,"Ind",5,"4+","COX90"
"NOB1",0.179287836,"Ind",2,"2","COX90"
"NOD1",0.37226897,"Ind",5,"4+","COX90"
"NOD2",0.768714752,"Ind",1,"1","COX90"
"NOL10",0.200778945,"Ind",1,"1","COX90"
"NOL12",0.250182913,"Ind",5,"4+","COX90"
"NOL3",0.204660083,"Ind",2,"2","COX90"
"NOL6",0.212348609,"Ind",5,"4+","COX90"
"NOL7",0.116677139,"Ind",2,"2","COX90"
"NOLC1",0.109887386,"Ind",5,"4+","COX90"
"NOM1",0.199916321,"Ind",4,"4+","COX90"
"NOMO1",0.149341646,"Ind",5,"4+","COX90"
"NOMO3",0.607593605,"Ind",5,"4+","COX90"
"NONO",0.144339946,"Ind",5,"4+","COX90"
"NONOP2",0.558607629,"Ind",5,"4+","COX90"
"NOP14",0.160110736,"Ind",5,"4+","COX90"
"NOP14-AS1",0.306635769,"Ind",5,"4+","COX90"
"NOP2",0.141992656,"Ind",2,"2","COX90"
"NOP53",0.163781475,"Ind",4,"4+","COX90"
"NOP53-AS1",0.894351309,"Ind",3,"3","COX90"
"NOP56",0.128766905,"Ind",5,"4+","COX90"
"NOP58",0.132346234,"Ind",1,"1","COX90"
"NORAD",0.112152045,"Ind",5,"4+","COX90"
"NOS1",0.879481152,"Ind",5,"4+","COX90"
"NOSIP",0.270200018,"Ind",1,"1","COX90"
"NOTCH2NLA",0.800245755,"Ind",5,"4+","COX90"
"NOVA1",0.551232913,"Ind",8,"4+","COX90"
"NPAS2",0.238947622,"Ind",2,"2","COX90"
"NPAS4",0.870124808,"Ind",8,"4+","COX90"
"NPEPPS",0.162390004,"Ind",6,"4+","COX90"
"NPEPPSP1",0.402291198,"Ind",5,"4+","COX90"
"NPFFR1",0.954049982,"Ind",4,"4+","COX90"
"NPHP3",0.290170866,"Ind",4,"4+","COX90"
"NPHP4",0.414319,"Ind",4,"4+","COX90"
"NPIPA9",0.522072969,"Ind",5,"4+","COX90"
"NPIPB11",0.496104948,"Ind",5,"4+","COX90"
"NPIPB12",0.555329109,"Ind",5,"4+","COX90"
"NPIPB2",0.907787259,"Ind",3,"3","COX90"
"NPIPB3",0.360169414,"Ind",5,"4+","COX90"
"NPIPB5",0.209212437,"Ind",5,"4+","COX90"
"NPM1P27",0.422554179,"Ind",4,"4+","COX90"
"NPM3",0.188941705,"Ind",4,"4+","COX90"
"NPRL3",0.184372322,"Ind",1,"1","COX90"
"NPTN",0.20395811,"Ind",1,"1","COX90"
"NPTX1",0.848240102,"Ind",8,"4+","COX90"
"NR0B2",0.827668183,"Ind",7,"4+","COX90"
"NR1D1",0.302114838,"Ind",8,"4+","COX90"
"NR1H2",0.144037488,"Ind",4,"4+","COX90"
"NR1H4",0.862913249,"Ind",7,"4+","COX90"
"NR2C1",0.208218928,"Ind",5,"4+","COX90"
"NR3C1",0.243954648,"Ind",2,"2","COX90"
"NR3C2",0.382516464,"Ind",6,"4+","COX90"
"NRBF2P2",1,"Ind",5,"4+","COX90"
"NRBP1",0.121167203,"Ind",5,"4+","COX90"
"NRCAM",0.727478398,"Ind",5,"4+","COX90"
"NRDC",0.197010496,"Ind",5,"4+","COX90"
"NRDE2",0.271366842,"Ind",1,"1","COX90"
"NRF1",0.210745727,"Ind",5,"4+","COX90"
"NRGN",0.604227103,"Ind",1,"1","COX90"
"NRIP2",0.543192106,"Ind",3,"3","COX90"
"NRIP3-DT",0.970638662,"Ind",8,"4+","COX90"
"NRL",0.843503444,"Ind",5,"4+","COX90"
"NRN1",0.467376672,"Ind",8,"4+","COX90"
"NRSN1",0.965774757,"Ind",8,"4+","COX90"
"NRSN2",0.285225411,"Ind",3,"3","COX90"
"NRXN3",0.76746496,"Ind",8,"4+","COX90"
"NSA2",0.19076532,"Ind",4,"4+","COX90"
"NSD1",0.205960816,"Ind",5,"4+","COX90"
"NSD2",0.380461357,"Ind",5,"4+","COX90"
"NSD3",0.233893797,"Ind",5,"4+","COX90"
"NSF",0.374309072,"Ind",3,"3","COX90"
"NSFL1C",0.102293296,"Ind",5,"4+","COX90"
"NSG1",0.69634967,"Ind",8,"4+","COX90"
"NSG2",0.916035291,"Ind",8,"4+","COX90"
"NSMAF",0.140989989,"Ind",5,"4+","COX90"
"NSMCE1",0.212955792,"Ind",5,"4+","COX90"
"NSMCE4A",0.15182621,"Ind",5,"4+","COX90"
"NSUN2",0.101214715,"Ind",5,"4+","COX90"
"NSUN4",0.585665856,"Ind",5,"4+","COX90"
"NSUN5",0.156659241,"Ind",5,"4+","COX90"
"NT5C",0.124605175,"Ind",4,"4+","COX90"
"NT5C2",0.220570431,"Ind",5,"4+","COX90"
"NTF4",0.778959847,"Ind",3,"3","COX90"
"NTMT1",0.392030209,"Ind",3,"3","COX90"
"NTRK2",0.656177805,"Ind",6,"4+","COX90"
"NTS",0.899828744,"Ind",7,"4+","COX90"
"NTSR2",0.989486087,"Ind",8,"4+","COX90"
"NUAK1",0.33811615,"Ind",6,"4+","COX90"
"NUB1",0.102640062,"Ind",5,"4+","COX90"
"NUBP1",0.12295736,"Ind",4,"4+","COX90"
"NUBP2",0.119016216,"Ind",5,"4+","COX90"
"NUBPL-DT",1,"Ind",1,"1","COX90"
"NUCB1",0.118883203,"Ind",5,"4+","COX90"
"NUCB1-AS1",0.972099718,"Ind",5,"4+","COX90"
"NUCKS1",0.148645518,"Ind",2,"2","COX90"
"NUDC",0.098160871,"Ind",5,"4+","COX90"
"NUDCD3",0.141561861,"Ind",1,"1","COX90"
"NUDT1",0.530027424,"Ind",4,"4+","COX90"
"NUDT13",0.321100041,"Ind",4,"4+","COX90"
"NUDT16L1",0.154725037,"Ind",5,"4+","COX90"
"NUDT18",0.220084464,"Ind",3,"3","COX90"
"NUDT21",0.172303554,"Ind",6,"4+","COX90"
"NUDT22",0.139856002,"Ind",5,"4+","COX90"
"NUDT5",0.16667676,"Ind",1,"1","COX90"
"NUFIP2",0.199839626,"Ind",4,"4+","COX90"
"NUMA1",0.176402975,"Ind",5,"4+","COX90"
