"","Gen","Tau","TypInt","Num","TypNum","Dts"
"1899","ARHGAP12",0.216183047,"Ind",2,"2","EndPin"
"1900","ARHGAP25",0.635180074,"Ind",1,"1","EndPin"
"1901","ARHGAP32",0.358044283,"Ind",2,"2","EndPin"
"1902","ARHGAP35",0.311132908,"Ind",1,"1","EndPin"
"1903","ARHGAP36",0.951007664,"Ind",1,"1","EndPin"
"1904","ARHGAP44",0.44823795,"Ind",2,"2","EndPin"
"1905","ARHGAP9",0.636554707,"Ind",1,"1","EndPin"
"1906","ARHGEF12",0.175174048,"Ind",1,"1","EndPin"
"1907","ARHGEF16",0.505981801,"Ind",1,"1","EndPin"
"1908","ARHGEF2",0.267908396,"Ind",2,"2","EndPin"
"1909","ARHGEF35",0.724907523,"Ind",1,"1","EndPin"
"1910","ARHGEF5",0.552310575,"Ind",1,"1","EndPin"
"1911","ARHGEF6",0.287240194,"Ind",2,"2","EndPin"
"1912","ARID1A",0.153048296,"Ind",2,"2","EndPin"
"1913","ARID1B",0.273364563,"Ind",1,"1","EndPin"
"1914","ARID2",0.384446714,"Ind",3,"3","EndPin"
"1915","ARID3A",0.566464808,"Ind",1,"1","EndPin"
"1916","ARID4A",0.204720363,"Ind",2,"2","EndPin"
"1917","ARID4B",0.191391064,"Ind",1,"1","EndPin"
"1918","ARID5A",0.274413253,"Ind",1,"1","EndPin"
"1919","ARIH1",0.269759573,"Ind",3,"3","EndPin"
"1920","ARL4A",0.494470362,"Ind",1,"1","EndPin"
"1921","ARL4D",0.306242892,"Ind",1,"1","EndPin"
"1922","ARL6IP4",0.067750084,"Ind",1,"1","EndPin"
"1923","ARL6IP5",0.17519841,"Ind",1,"1","EndPin"
"1924","ARL8B",0.14075264,"Ind",2,"2","EndPin"
"1925","ARMC7",0.273292028,"Ind",1,"1","EndPin"
"1926","ARMC8",0.161306622,"Ind",1,"1","EndPin"
"1927","ARNT",0.195163697,"Ind",4,"4+","EndPin"
"1928","ARPC1A",0.098397148,"Ind",1,"1","EndPin"
"1929","ARPC1B",0.314102475,"Ind",1,"1","EndPin"
"1930","ARPC2",0.179903131,"Ind",1,"1","EndPin"
"1931","ARPC3",0.161280078,"Ind",2,"2","EndPin"
"1932","ARPC4",0.187486393,"Ind",2,"2","EndPin"
"1933","ARPC5",0.27271063,"Ind",1,"1","EndPin"
"1934","ARPC5L",0.266917528,"Ind",1,"1","EndPin"
"1935","ARRB1",0.321464735,"Ind",3,"3","EndPin"
"1936","ARRB2",0.465510317,"Ind",3,"3","EndPin"
"1937","ASAP1",0.235583556,"Ind",1,"1","EndPin"
"1938","ASAP2",0.477083972,"Ind",1,"1","EndPin"
"1939","ASB3",0.279312963,"Ind",1,"1","EndPin"
"1940","ASB9",0.838855952,"Ind",1,"1","EndPin"
"1941","ASCC1",0.201208396,"Ind",1,"1","EndPin"
"1942","ASCC2",0.123823016,"Ind",1,"1","EndPin"
"1943","ASF1A",0.170887381,"Ind",1,"1","EndPin"
"1944","ASF1B",0.813971768,"Ind",1,"1","EndPin"
"1945","ASH2L",0.233908582,"Ind",2,"2","EndPin"
"1946","ASIC3",0.498563859,"Ind",2,"2","EndPin"
"1947","ASPG",0.736069649,"Ind",1,"1","EndPin"
"1948","ASPH",0.293546184,"Ind",1,"1","EndPin"
"1949","ASTN1",0.896411291,"Ind",1,"1","EndPin"
"1950","ASXL1",0.152156792,"Ind",2,"2","EndPin"
"1951","ASXL2",0.346934906,"Ind",2,"2","EndPin"
"1952","ATAD2",0.456047271,"Ind",3,"3","EndPin"
"1953","ATAD3A",0.172553526,"Ind",2,"2","EndPin"
"1954","ATAD3B",0.154771437,"Ind",1,"1","EndPin"
"1955","ATF2",0.16325793,"Ind",1,"1","EndPin"
"1956","ATF3",0.265476965,"Ind",3,"3","EndPin"
"1957","ATF4",0.097432404,"Ind",3,"3","EndPin"
"1958","ATF6",0.152537713,"Ind",1,"1","EndPin"
"1959","ATF7",0.209173297,"Ind",1,"1","EndPin"
"1960","ATG10",0.538534083,"Ind",1,"1","EndPin"
"1961","ATG101",0.189664348,"Ind",1,"1","EndPin"
"1962","ATG12",0.157279006,"Ind",1,"1","EndPin"
"1963","ATG13",0.216172531,"Ind",1,"1","EndPin"
"1964","ATG14",0.169538036,"Ind",1,"1","EndPin"
"1965","ATG16L1",0.167321373,"Ind",3,"3","EndPin"
"1966","ATG3",0.279884566,"Ind",2,"2","EndPin"
"1967","ATG4A",0.192778636,"Ind",1,"1","EndPin"
"1968","ATG4B",0.139453175,"Ind",1,"1","EndPin"
"1969","ATG5",0.176103379,"Ind",1,"1","EndPin"
"1970","ATG7",0.24438114,"Ind",2,"2","EndPin"
"1971","ATL2",0.185982788,"Ind",1,"1","EndPin"
"1972","ATN1",0.183023456,"Ind",2,"2","EndPin"
"1973","ATP1A1",0.211598807,"Ind",2,"2","EndPin"
"1974","ATP1B3",0.164132437,"Ind",1,"1","EndPin"
"1975","ATP2A1",0.903328596,"Ind",3,"3","EndPin"
"1976","ATP4A",0.967292435,"Ind",2,"2","EndPin"
"1977","ATP6AP2",0.192729367,"Ind",1,"1","EndPin"
"1978","ATP6V0A1",0.225112565,"Ind",1,"1","EndPin"
"1979","ATP6V1B1",0.787248762,"Ind",1,"1","EndPin"
"1980","ATP6V1D",0.207796238,"Ind",1,"1","EndPin"
"1981","ATP9A",0.305391989,"Ind",1,"1","EndPin"
"1982","ATR",0.291896152,"Ind",2,"2","EndPin"
"1983","ATXN1",0.316242822,"Ind",2,"2","EndPin"
"1984","ATXN10",0.121803774,"Ind",1,"1","EndPin"
"1985","ATXN1L",0.165579229,"Ind",2,"2","EndPin"
"1986","ATXN2",0.198534189,"Ind",1,"1","EndPin"
"1987","ATXN2L",0.203803417,"Ind",1,"1","EndPin"
"1988","ATXN3",0.432432699,"Ind",4,"4+","EndPin"
"1989","ATXN7L2",0.413321655,"Ind",1,"1","EndPin"
"1990","ATXN7L3",0.155849139,"Ind",3,"3","EndPin"
"1991","AUH",0.265302436,"Ind",2,"2","EndPin"
"1992","AUP1",0.089681085,"Ind",3,"3","EndPin"
"1993","AURKA",0.738138056,"Ind",4,"4+","EndPin"
"1994","AUTS2",0.320767726,"Ind",1,"1","EndPin"
"1995","AXIN1",0.124729651,"Ind",4,"4+","EndPin"
"1996","AXIN2",0.392349199,"Ind",1,"1","EndPin"
"1997","AXL",0.305080507,"Ind",1,"1","EndPin"
"1998","B2M",0.147694994,"Ind",5,"4+","EndPin"
"1999","B9D1",0.520349133,"Ind",1,"1","EndPin"
"2000","BABAM1",0.081969393,"Ind",2,"2","EndPin"
"2001","BACE1",0.306014503,"Ind",1,"1","EndPin"
"2002","BACE2",0.405134347,"Ind",1,"1","EndPin"
"2003","BACH1",0.247665349,"Ind",3,"3","EndPin"
"2004","BACH2",0.581147186,"Ind",1,"1","EndPin"
"2005","BAD",0.120744784,"Ind",1,"1","EndPin"
"2006","BAG1",0.208868387,"Ind",3,"3","EndPin"
"2007","BAG2",0.433594702,"Ind",2,"2","EndPin"
"2008","BAG3",0.290087642,"Ind",4,"4+","EndPin"
"2009","BAG4",0.255749479,"Ind",1,"1","EndPin"
"2010","BAG5",0.400737394,"Ind",3,"3","EndPin"
"2011","BAG6",0.197307711,"Ind",1,"1","EndPin"
"2012","BAIAP2",0.32224607,"Ind",1,"1","EndPin"
"2013","BANF1",0.111577575,"Ind",2,"2","EndPin"
"2014","BAP1",0.263640327,"Ind",3,"3","EndPin"
"2015","BARD1",0.534105299,"Ind",3,"3","EndPin"
"2016","BATF",0.683507156,"Ind",1,"1","EndPin"
"2017","BATF3",0.634858871,"Ind",1,"1","EndPin"
"2018","BAX",0.233882276,"Ind",1,"1","EndPin"
"2019","BAZ1B",0.147376687,"Ind",2,"2","EndPin"
"2020","BCAR1",0.193424998,"Ind",3,"3","EndPin"
"2021","BCAR3",0.309989851,"Ind",1,"1","EndPin"
"2022","BCAS2",0.120205314,"Ind",2,"2","EndPin"
"2023","BCAS3",0.273087523,"Ind",1,"1","EndPin"
"2024","BCKDHA",0.15710908,"Ind",1,"1","EndPin"
"2025","BCL10",0.288321372,"Ind",2,"2","EndPin"
"2026","BCL11A",0.754956025,"Ind",2,"2","EndPin"
"2027","BCL2",0.443499951,"Ind",2,"2","EndPin"
"2028","BCL2A1",0.721819429,"Ind",1,"1","EndPin"
"2029","BCL2L1",0.151983273,"Ind",4,"4+","EndPin"
"2030","BCL2L11",0.334823939,"Ind",1,"1","EndPin"
"2031","BCL2L2",0.164615152,"Ind",1,"1","EndPin"
"2032","BCL6",0.206191044,"Ind",2,"2","EndPin"
"2033","BCL6B",0.511366062,"Ind",1,"1","EndPin"
"2034","BCL7A",0.309474595,"Ind",3,"3","EndPin"
"2035","BCL7B",0.148186888,"Ind",1,"1","EndPin"
"2036","BCL7C",0.223309863,"Ind",3,"3","EndPin"
"2037","BCL9",0.340582111,"Ind",2,"2","EndPin"
"2038","BCL9L",0.215121147,"Ind",1,"1","EndPin"
"2039","BCLAF1",0.171087654,"Ind",4,"4+","EndPin"
"2040","BCOR",0.276339897,"Ind",4,"4+","EndPin"
"2041","BCORL1",0.309810703,"Ind",1,"1","EndPin"
"2042","BCR",0.228744781,"Ind",1,"1","EndPin"
"2043","BECN1",0.110939774,"Ind",5,"4+","EndPin"
"2044","BFAR",0.159758426,"Ind",2,"2","EndPin"
"2045","BFSP2",0.970356145,"Ind",1,"1","EndPin"
"2046","BHLHE40",0.208696955,"Ind",1,"1","EndPin"
"2047","BICD2",0.328622503,"Ind",2,"2","EndPin"
"2048","BIN1",0.42604355,"Ind",1,"1","EndPin"
"2049","BIRC2",0.157223258,"Ind",3,"3","EndPin"
"2050","BIRC3",0.463140366,"Ind",3,"3","EndPin"
"2051","BIRC6",0.162834508,"Ind",1,"1","EndPin"
"2052","BLM",0.835510669,"Ind",2,"2","EndPin"
"2053","BLMH",0.354815966,"Ind",1,"1","EndPin"
"2054","BLNK",0.594612568,"Ind",1,"1","EndPin"
"2055","BLOC1S1",0.138565357,"Ind",2,"2","EndPin"
"2056","BLOC1S2",0.163268265,"Ind",2,"2","EndPin"
"2057","BLOC1S5",0.195291999,"Ind",1,"1","EndPin"
"2058","BLOC1S6",0.166920304,"Ind",1,"1","EndPin"
"2059","BLZF1",0.284064296,"Ind",2,"2","EndPin"
"2060","BMI1",0.148062681,"Ind",3,"3","EndPin"
"2061","BMP7",0.692893464,"Ind",1,"1","EndPin"
"2062","BMS1",0.137153346,"Ind",2,"2","EndPin"
"2063","BNIP2",0.162349047,"Ind",1,"1","EndPin"
"2064","BOP1",0.223332772,"Ind",2,"2","EndPin"
"2065","BORA",0.573478579,"Ind",1,"1","EndPin"
"2066","BPTF",0.211950143,"Ind",1,"1","EndPin"
"2067","BRAF",0.221374905,"Ind",2,"2","EndPin"
"2068","BRCA1",0.748500388,"Ind",5,"4+","EndPin"
"2069","BRCA2",0.958181418,"Ind",3,"3","EndPin"
"2070","BRD2",0.113815022,"Ind",2,"2","EndPin"
"2071","BRD4",0.127087943,"Ind",4,"4+","EndPin"
"2072","BRD7",0.173355618,"Ind",4,"4+","EndPin"
"2073","BRD8",0.311997152,"Ind",3,"3","EndPin"
"2074","BRD9",0.193155544,"Ind",1,"1","EndPin"
"2075","BRF1",0.234234115,"Ind",1,"1","EndPin"
"2076","BRI3BP",0.447690952,"Ind",1,"1","EndPin"
"2077","BRIP1",0.974531301,"Ind",1,"1","EndPin"
"2078","BRIX1",0.187473929,"Ind",2,"2","EndPin"
"2079","BRK1",0.094896872,"Ind",1,"1","EndPin"
"2080","BRMS1",0.127697772,"Ind",1,"1","EndPin"
"2081","BRMS1L",0.273747765,"Ind",1,"1","EndPin"
"2082","BSCL2",0.348666466,"Ind",1,"1","EndPin"
"2083","BSG",0.117757553,"Ind",3,"3","EndPin"
"2084","BST2",0.333031954,"Ind",2,"2","EndPin"
"2085","BTF3",0.14074165,"Ind",2,"2","EndPin"
"2086","BTK",0.723629127,"Ind",1,"1","EndPin"
"2087","BTRC",0.297714373,"Ind",4,"4+","EndPin"
"2088","BUB1B",0.877077133,"Ind",3,"3","EndPin"
"2089","BUB3",0.155122707,"Ind",1,"1","EndPin"
"2090","BUD13",0.232243177,"Ind",2,"2","EndPin"
"2091","BYSL",0.198693535,"Ind",1,"1","EndPin"
"2092","BZW1",0.209348224,"Ind",1,"1","EndPin"
"2093","C12orf57",0.202852149,"Ind",1,"1","EndPin"
"2094","C1orf35",0.226887587,"Ind",1,"1","EndPin"
"2095","C1QA",0.422045196,"Ind",1,"1","EndPin"
"2096","C1QBP",0.100563938,"Ind",4,"4+","EndPin"
"2097","C20orf27",0.220819486,"Ind",1,"1","EndPin"
"2098","C7orf50",0.224686651,"Ind",1,"1","EndPin"
"2099","C8orf82",0.22532359,"Ind",1,"1","EndPin"
"2100","C9orf72",0.329191466,"Ind",1,"1","EndPin"
"2101","CA2",0.549108098,"Ind",1,"1","EndPin"
"2102","CAB39",0.146876635,"Ind",1,"1","EndPin"
"2103","CAB39L",0.371881352,"Ind",1,"1","EndPin"
"2104","CABIN1",0.216677477,"Ind",1,"1","EndPin"
"2105","CACNG2",0.986578104,"Ind",1,"1","EndPin"
"2106","CACYBP",0.174854547,"Ind",2,"2","EndPin"
"2107","CAD",0.235289327,"Ind",4,"4+","EndPin"
"2108","CALCOCO2",0.158605993,"Ind",1,"1","EndPin"
"2109","CALCR",0.997976624,"Ind",1,"1","EndPin"
"2110","CALM1",0.235769935,"Ind",3,"3","EndPin"
"2111","CALM2",0.120843649,"Ind",1,"1","EndPin"
"2112","CALR3",1,"Ind",3,"3","EndPin"
"2113","CALU",0.233421185,"Ind",2,"2","EndPin"
"2114","CAMK1",0.260760019,"Ind",1,"1","EndPin"
"2115","CAMK2A",0.890056601,"Ind",3,"3","EndPin"
"2116","CAMK2B",0.837186925,"Ind",1,"1","EndPin"
"2117","CAMK2D",0.1997149,"Ind",1,"1","EndPin"
"2118","CAMKK2",0.339704758,"Ind",1,"1","EndPin"
"2119","CAMSAP3",0.554780281,"Ind",1,"1","EndPin"
"2120","CAMTA2",0.128537697,"Ind",1,"1","EndPin"
"2121","CAND1",0.18013876,"Ind",2,"2","EndPin"
"2122","CANX",0.123190346,"Ind",3,"3","EndPin"
"2123","CAP2",0.577786937,"Ind",1,"1","EndPin"
"2124","CAPN1",0.170607794,"Ind",1,"1","EndPin"
"2125","CAPN2",0.16515299,"Ind",1,"1","EndPin"
"2126","CAPRIN1",0.186754931,"Ind",2,"2","EndPin"
"2127","CAPRIN2",0.269938933,"Ind",1,"1","EndPin"
"2128","CAPZA1",0.202691835,"Ind",2,"2","EndPin"
"2129","CAPZA2",0.177287423,"Ind",2,"2","EndPin"
"2130","CAPZB",0.102958227,"Ind",2,"2","EndPin"
"2131","CARD10",0.366213511,"Ind",1,"1","EndPin"
"2132","CARD11",0.757114604,"Ind",1,"1","EndPin"
"2133","CARM1",0.219488257,"Ind",3,"3","EndPin"
"2134","CARS2",0.126420244,"Ind",1,"1","EndPin"
"2135","CASK",0.27085965,"Ind",4,"4+","EndPin"
"2136","CASP10",0.509199623,"Ind",3,"3","EndPin"
"2137","CASP8",0.516321034,"Ind",3,"3","EndPin"
"2138","CAT",0.204373812,"Ind",1,"1","EndPin"
"2139","CAV1",0.293398287,"Ind",3,"3","EndPin"
"2140","CBFA2T2",0.261748026,"Ind",1,"1","EndPin"
"2141","CBFA2T3",0.461892375,"Ind",1,"1","EndPin"
"2142","CBFB",0.207024802,"Ind",1,"1","EndPin"
"2143","CBL",0.379008097,"Ind",4,"4+","EndPin"
"2144","CBLB",0.29190691,"Ind",1,"1","EndPin"
"2145","CBLL1",0.19916818,"Ind",1,"1","EndPin"
"2146","CBR1",0.231226685,"Ind",1,"1","EndPin"
"2147","CBX3",0.135539906,"Ind",3,"3","EndPin"
"2148","CBX4",0.244529666,"Ind",3,"3","EndPin"
"2149","CBX5",0.248196047,"Ind",2,"2","EndPin"
"2150","CBX6",0.210737508,"Ind",3,"3","EndPin"
"2151","CBX7",0.179869565,"Ind",1,"1","EndPin"
"2152","CBX8",0.670691982,"Ind",3,"3","EndPin"
"2153","CBY1",0.14367394,"Ind",1,"1","EndPin"
"2154","CC2D1A",0.149088957,"Ind",1,"1","EndPin"
"2155","CC2D1B",0.222512178,"Ind",1,"1","EndPin"
"2156","CC2D2A",0.419055589,"Ind",1,"1","EndPin"
"2157","CCAR2",0.180768445,"Ind",3,"3","EndPin"
"2158","CCDC102B",0.772201497,"Ind",1,"1","EndPin"
"2159","CCDC12",0.118264751,"Ind",1,"1","EndPin"
"2160","CCDC120",0.382759574,"Ind",1,"1","EndPin"
"2161","CCDC124",0.088483334,"Ind",1,"1","EndPin"
"2162","CCDC136",0.783660153,"Ind",2,"2","EndPin"
"2163","CCDC137",0.221343061,"Ind",2,"2","EndPin"
"2164","CCDC138",0.854073856,"Ind",2,"2","EndPin"
"2165","CCDC158",0.990087301,"Ind",1,"1","EndPin"
"2166","CCDC22",0.179010138,"Ind",2,"2","EndPin"
"2167","CCDC33",0.956658887,"Ind",1,"1","EndPin"
"2168","CCDC47",0.100477991,"Ind",2,"2","EndPin"
"2169","CCDC50",0.165123568,"Ind",1,"1","EndPin"
"2170","CCDC85B",0.16348708,"Ind",2,"2","EndPin"
"2171","CCDC85C",0.265078581,"Ind",2,"2","EndPin"
"2172","CCDC86",0.318270058,"Ind",1,"1","EndPin"
"2173","CCDC88A",0.492640302,"Ind",2,"2","EndPin"
"2174","CCDC91",0.522985741,"Ind",1,"1","EndPin"
"2175","CCDC93",0.177798615,"Ind",1,"1","EndPin"
"2176","CCHCR1",0.494612964,"Ind",2,"2","EndPin"
"2177","CCM2",0.223263622,"Ind",1,"1","EndPin"
"2178","CCNA1",0.903230952,"Ind",1,"1","EndPin"
"2179","CCNA2",0.514433522,"Ind",4,"4+","EndPin"
"2180","CCNB1",0.545887624,"Ind",3,"3","EndPin"
"2181","CCNB2",0.790664061,"Ind",1,"1","EndPin"
"2182","CCNC",0.175720429,"Ind",2,"2","EndPin"
"2183","CCND1",0.331364273,"Ind",5,"4+","EndPin"
"2184","CCND2",0.243992359,"Ind",4,"4+","EndPin"
"2185","CCND3",0.297125958,"Ind",3,"3","EndPin"
"2186","CCNE1",0.722726482,"Ind",4,"4+","EndPin"
"2187","CCNF",0.595475851,"Ind",3,"3","EndPin"
"2188","CCNG1",0.163100435,"Ind",3,"3","EndPin"
"2189","CCNH",0.242564512,"Ind",3,"3","EndPin"
"2190","CCNK",0.263780753,"Ind",1,"1","EndPin"
"2191","CCNL1",0.161438204,"Ind",1,"1","EndPin"
"2192","CCNL2",0.129927539,"Ind",1,"1","EndPin"
"2193","CCNT1",0.218176063,"Ind",2,"2","EndPin"
"2194","CCNT2",0.187579018,"Ind",1,"1","EndPin"
"2195","CCPG1",0.22044342,"Ind",1,"1","EndPin"
"2196","CCT2",0.252799896,"Ind",3,"3","EndPin"
"2197","CCT3",0.124126265,"Ind",2,"2","EndPin"
"2198","CCT4",0.132985501,"Ind",2,"2","EndPin"
"2199","CCT5",0.140108402,"Ind",3,"3","EndPin"
"2200","CCT6A",0.101182057,"Ind",3,"3","EndPin"
"2201","CCT6B",0.787239465,"Ind",1,"1","EndPin"
"2202","CCT7",0.125110392,"Ind",3,"3","EndPin"
"2203","CCT8",0.088804041,"Ind",2,"2","EndPin"
"2204","CD22",0.709937678,"Ind",1,"1","EndPin"
"2205","CD247",0.81940292,"Ind",1,"1","EndPin"
"2206","CD274",0.693423112,"Ind",1,"1","EndPin"
"2207","CD2AP",0.207029818,"Ind",2,"2","EndPin"
"2208","CD2BP2",0.12420987,"Ind",3,"3","EndPin"
"2209","CD33",0.71939714,"Ind",2,"2","EndPin"
"2210","CD3E",0.660586815,"Ind",1,"1","EndPin"
"2211","CD44",0.33123029,"Ind",2,"2","EndPin"
"2212","CD6",0.796519359,"Ind",1,"1","EndPin"
"2213","CD80",0.959628688,"Ind",1,"1","EndPin"
"2214","CD86",0.713335111,"Ind",1,"1","EndPin"
"2215","CD9",0.220738685,"Ind",1,"1","EndPin"
"2216","CD93",0.367808801,"Ind",2,"2","EndPin"
"2217","CDC14A",0.566902152,"Ind",2,"2","EndPin"
"2218","CDC16",0.130547689,"Ind",3,"3","EndPin"
"2219","CDC20",0.743594204,"Ind",3,"3","EndPin"
"2220","CDC23",0.150345041,"Ind",3,"3","EndPin"
"2221","CDC25A",0.9187379,"Ind",2,"2","EndPin"
"2222","CDC25B",0.250575114,"Ind",2,"2","EndPin"
"2223","CDC25C",0.96571514,"Ind",2,"2","EndPin"
"2224","CDC27",0.204818261,"Ind",3,"3","EndPin"
"2225","CDC34",0.218775163,"Ind",3,"3","EndPin"
"2226","CDC37",0.098953788,"Ind",4,"4+","EndPin"
"2227","CDC37L1",0.273232782,"Ind",2,"2","EndPin"
"2228","CDC40",0.153676027,"Ind",1,"1","EndPin"
"2229","CDC42",0.129914008,"Ind",3,"3","EndPin"
"2230","CDC45",0.892264382,"Ind",1,"1","EndPin"
"2231","CDC5L",0.168885424,"Ind",4,"4+","EndPin"
"2232","CDC6",0.848970757,"Ind",2,"2","EndPin"
"2233","CDC73",0.218853648,"Ind",1,"1","EndPin"
"2234","CDCA2",0.947910007,"Ind",2,"2","EndPin"
"2235","CDCA3",0.632022921,"Ind",1,"1","EndPin"
"2236","CDCA4",0.499074243,"Ind",4,"4+","EndPin"
"2237","CDCA5",0.839163221,"Ind",1,"1","EndPin"
"2238","CDCA7L",0.404464893,"Ind",2,"2","EndPin"
"2239","CDH1",0.498288547,"Ind",2,"2","EndPin"
"2240","CDH2",0.633001491,"Ind",2,"2","EndPin"
"2241","CDK1",0.613439159,"Ind",3,"3","EndPin"
"2242","CDK11A",0.211757619,"Ind",1,"1","EndPin"
"2243","CDK11B",0.186411189,"Ind",2,"2","EndPin"
"2244","CDK13",0.187348045,"Ind",1,"1","EndPin"
"2245","CDK15",0.954672175,"Ind",1,"1","EndPin"
"2246","CDK19",0.340258273,"Ind",2,"2","EndPin"
"2247","CDK2",0.270997254,"Ind",5,"4+","EndPin"
"2248","CDK20",0.398236328,"Ind",1,"1","EndPin"
"2249","CDK2AP1",0.165130832,"Ind",2,"2","EndPin"
"2250","CDK3",0.23276116,"Ind",1,"1","EndPin"
"2251","CDK4",0.177779908,"Ind",4,"4+","EndPin"
"2252","CDK5",0.372479614,"Ind",2,"2","EndPin"
"2253","CDK5RAP3",0.15777182,"Ind",3,"3","EndPin"
"2254","CDK6",0.347463012,"Ind",5,"4+","EndPin"
"2255","CDK7",0.264631376,"Ind",4,"4+","EndPin"
"2256","CDK8",0.294403022,"Ind",3,"3","EndPin"
"2257","CDK9",0.184939486,"Ind",4,"4+","EndPin"
"2258","CDKL5",0.501234078,"Ind",1,"1","EndPin"
"2259","CDKN1A",0.198538451,"Ind",4,"4+","EndPin"
"2260","CDKN1B",0.167187323,"Ind",3,"3","EndPin"
"2261","CDKN1C",0.334108544,"Ind",2,"2","EndPin"
"2262","CDKN2A",0.879833149,"Ind",4,"4+","EndPin"
"2263","CDKN2AIP",0.246163845,"Ind",3,"3","EndPin"
"2264","CDKN2B",0.538919966,"Ind",4,"4+","EndPin"
"2265","CDKN2C",0.311520143,"Ind",4,"4+","EndPin"
"2266","CDKN2D",0.471964329,"Ind",1,"1","EndPin"
"2267","CDR2",0.265927255,"Ind",3,"3","EndPin"
"2268","CDT1",0.741562229,"Ind",2,"2","EndPin"
"2269","CEACAM1",0.506722275,"Ind",2,"2","EndPin"
"2270","CEBPA",0.519618814,"Ind",4,"4+","EndPin"
"2271","CEBPB",0.188601013,"Ind",4,"4+","EndPin"
"2272","CEBPE",0.974698742,"Ind",2,"2","EndPin"
"2273","CEBPG",0.181240505,"Ind",1,"1","EndPin"
"2274","CEBPZ",0.176208482,"Ind",1,"1","EndPin"
"2275","CELF6",0.38360183,"Ind",1,"1","EndPin"
"2276","CELSR3",0.907541393,"Ind",1,"1","EndPin"
"2277","CENPA",0.869659623,"Ind",1,"1","EndPin"
"2278","CENPC",0.32256133,"Ind",1,"1","EndPin"
"2279","CENPE",0.910119939,"Ind",1,"1","EndPin"
"2280","CENPH",0.618631215,"Ind",2,"2","EndPin"
"2281","CENPI",0.943428413,"Ind",1,"1","EndPin"
"2282","CENPJ",0.536352939,"Ind",3,"3","EndPin"
"2283","CENPK",0.861191357,"Ind",1,"1","EndPin"
"2284","CENPM",0.747426946,"Ind",1,"1","EndPin"
"2285","CENPN",0.73790698,"Ind",1,"1","EndPin"
"2286","CENPP",0.672146361,"Ind",1,"1","EndPin"
"2287","CENPQ",0.261922118,"Ind",1,"1","EndPin"
"2288","CENPU",0.798934261,"Ind",1,"1","EndPin"
"2289","CENPV",0.305598938,"Ind",1,"1","EndPin"
"2290","CENPW",0.544872278,"Ind",1,"1","EndPin"
"2291","CEP104",0.211941498,"Ind",1,"1","EndPin"
"2292","CEP128",0.762714477,"Ind",1,"1","EndPin"
"2293","CEP131",0.354046872,"Ind",1,"1","EndPin"
"2294","CEP135",0.541692875,"Ind",3,"3","EndPin"
"2295","CEP162",0.477842708,"Ind",1,"1","EndPin"
"2296","CEP170",0.326752525,"Ind",2,"2","EndPin"
"2297","CEP19",0.654236855,"Ind",1,"1","EndPin"
"2298","CEP192",0.333143764,"Ind",2,"2","EndPin"
"2299","CEP250",0.383527292,"Ind",1,"1","EndPin"
"2300","CEP290",0.388004274,"Ind",1,"1","EndPin"
"2301","CEP350",0.361896625,"Ind",2,"2","EndPin"
"2302","CEP44",0.252660551,"Ind",2,"2","EndPin"
"2303","CEP55",0.853107162,"Ind",1,"1","EndPin"
"2304","CEP70",0.43462273,"Ind",1,"1","EndPin"
"2305","CEP76",0.774336874,"Ind",1,"1","EndPin"
"2306","CEP85L",0.544514502,"Ind",1,"1","EndPin"
"2307","CERCAM",0.429558874,"Ind",1,"1","EndPin"
"2308","CFAP20",0.243541055,"Ind",1,"1","EndPin"
"2309","CFAP97",0.269877565,"Ind",1,"1","EndPin"
"2310","CFL1",0.145349658,"Ind",3,"3","EndPin"
"2311","CFL2",0.376408134,"Ind",1,"1","EndPin"
"2312","CFLAR",0.22613969,"Ind",1,"1","EndPin"
"2313","CFTR",0.915148195,"Ind",3,"3","EndPin"
"2314","CHAF1A",0.466578405,"Ind",1,"1","EndPin"
"2315","CHCHD3",0.268646847,"Ind",1,"1","EndPin"
"2316","CHD1L",0.162983544,"Ind",1,"1","EndPin"
"2317","CHD3",0.219758209,"Ind",6,"4+","EndPin"
"2318","CHD4",0.112193865,"Ind",6,"4+","EndPin"
"2319","CHD5",0.90625048,"Ind",2,"2","EndPin"
"2320","CHD6",0.253633083,"Ind",1,"1","EndPin"
"2321","CHD7",0.371734713,"Ind",1,"1","EndPin"
"2322","CHD8",0.158441214,"Ind",1,"1","EndPin"
"2323","CHEK1",0.606994811,"Ind",2,"2","EndPin"
"2324","CHEK2",0.489284865,"Ind",1,"1","EndPin"
"2325","CHERP",0.148982303,"Ind",2,"2","EndPin"
"2326","CHFR",0.287146324,"Ind",3,"3","EndPin"
"2327","CHM",0.286143016,"Ind",1,"1","EndPin"
"2328","CHML",0.408603096,"Ind",1,"1","EndPin"
"2329","CHMP1A",0.125885928,"Ind",1,"1","EndPin"
"2330","CHMP1B",0.3512501,"Ind",1,"1","EndPin"
"2331","CHMP2A",0.094062081,"Ind",1,"1","EndPin"
"2332","CHMP2B",0.154910617,"Ind",2,"2","EndPin"
"2333","CHMP3",0.162619455,"Ind",1,"1","EndPin"
"2334","CHMP4A",0.142696264,"Ind",1,"1","EndPin"
"2335","CHMP4B",0.103004638,"Ind",2,"2","EndPin"
"2336","CHMP4C",0.460705365,"Ind",1,"1","EndPin"
